Rank,Team,2025,Last 3,Last 1,Home,Away
1,Orlando,32.4%,29.1%,32.5%,31.3%,33.4%
2,Indiana,33.0%,31.5%,32.0%,32.1%,33.7%
3,Dallas,33.4%,34.4%,32.5%,31.8%,34.8%
4,Portland,33.5%,36.0%,33.3%,32.8%,34.1%
5,Toronto,34.3%,32.2%,26.4%,33.0%,35.6%
6,Chicago,34.3%,35.0%,35.8%,34.3%,34.3%
7,Houston,34.5%,44.2%,52.4%,34.9%,34.1%
8,Brooklyn,34.5%,34.7%,42.5%,34.7%,34.3%
9,Minnesota,34.9%,37.4%,33.9%,36.2%,33.7%
10,New York,35.1%,34.4%,40.8%,33.4%,36.8%
11,Golden State,35.3%,37.1%,32.2%,35.3%,35.2%
12,Boston,35.4%,35.1%,40.3%,34.7%,36.1%
13,Washington,35.5%,32.6%,25.4%,35.1%,36.0%
14,LA Clippers,35.6%,32.9%,27.5%,34.8%,36.3%
15,Denver,35.7%,30.5%,28.8%,35.7%,35.6%
16,Detroit,35.7%,32.6%,25.9%,37.2%,34.2%
17,Atlanta,35.8%,36.2%,39.0%,36.4%,35.2%
18,LA Lakers,36.1%,30.4%,20.4%,35.3%,36.9%
19,Cleveland,36.2%,33.7%,39.5%,35.5%,36.8%
20,Memphis,36.2%,30.1%,17.9%,35.7%,36.7%
21,Phoenix,36.5%,35.2%,38.5%,36.4%,36.6%
22,Milwaukee,36.7%,37.0%,30.3%,37.6%,35.9%
23,New Orleans,36.8%,34.9%,23.5%,35.3%,38.2%
24,Utah,36.8%,37.2%,33.6%,36.6%,37.0%
25,Philadelphia,36.9%,33.5%,32.0%,36.3%,37.4%
26,San Antonio,36.9%,42.5%,35.6%,36.9%,36.9%
27,Charlotte,37.3%,48.1%,45.2%,35.5%,39.0%
28,Okla City,37.3%,36.0%,36.3%,37.1%,37.5%
29,Miami,37.6%,46.2%,47.8%,37.5%,37.8%
30,Sacramento,37.8%,33.9%,35.0%,38.1%,37.5%
