Rank,Team,2025,Last 3,Last 1,Home,Away
1,Boston,45.2%,48.6%,44.4%,45.6%,44.8%
2,Golden State,40.5%,27.4%,30.0%,41.2%,39.8%
3,Chicago,39.3%,32.6%,33.3%,38.7%,39.8%
4,Minnesota,39.0%,41.3%,38.3%,38.5%,39.5%
5,Cleveland,38.9%,32.6%,25.7%,39.2%,38.7%
6,Brooklyn,38.7%,45.2%,34.3%,37.7%,39.7%
7,Phoenix,37.9%,45.0%,45.9%,39.7%,36.0%
8,Miami,37.4%,44.7%,36.1%,38.1%,36.8%
9,Utah,37.4%,41.3%,45.7%,38.7%,36.1%
10,San Antonio,37.2%,37.4%,26.4%,37.2%,37.2%
11,Charlotte,37.1%,40.2%,38.4%,37.1%,37.0%
12,Milwaukee,37.1%,43.5%,48.3%,38.1%,36.0%
13,Washington,36.4%,34.7%,40.3%,34.6%,38.2%
14,LA Lakers,35.5%,45.0%,34.4%,36.0%,35.0%
15,Okla City,35.0%,31.5%,32.0%,36.4%,33.4%
16,Portland,34.9%,29.9%,41.3%,36.5%,33.2%
17,Philadelphia,34.7%,35.9%,35.3%,34.5%,35.0%
18,Atlanta,34.2%,34.0%,42.1%,33.9%,34.4%
19,Memphis,34.1%,33.5%,31.3%,34.0%,34.2%
20,Indiana,33.9%,36.0%,36.3%,33.8%,34.0%
21,LA Clippers,33.1%,28.4%,23.8%,34.0%,32.3%
22,Houston,33.0%,27.8%,20.2%,33.4%,32.6%
23,Detroit,33.0%,23.1%,23.9%,32.3%,33.6%
24,New Orleans,32.8%,34.3%,21.0%,33.5%,32.2%
25,Dallas,32.7%,28.8%,34.0%,33.1%,32.3%
26,Sacramento,32.7%,35.2%,36.8%,34.0%,31.3%
27,New York,32.2%,25.6%,25.0%,31.1%,33.3%
28,Toronto,32.0%,38.2%,35.6%,32.4%,31.5%
29,Orlando,31.6%,25.5%,27.0%,31.8%,31.4%
30,Denver,30.3%,33.1%,32.3%,32.2%,28.2%
