Rank,Team,2025,Last 3,Last 1,Home,Away
1,Houston,53.4%,52.5%,57.4%,53.6%,53.1%
2,Denver,52.3%,54.4%,50.9%,52.4%,52.1%
3,Memphis,51.3%,50.8%,55.8%,51.4%,51.3%
4,Detroit,51.0%,51.0%,49.5%,50.8%,51.2%
5,Minnesota,50.9%,53.2%,45.9%,51.5%,50.3%
6,Sacramento,50.9%,53.6%,54.2%,50.7%,51.1%
7,LA Clippers,50.9%,48.0%,45.5%,51.0%,50.8%
8,Utah,50.8%,50.7%,42.6%,50.2%,51.4%
9,New York,50.8%,53.2%,54.2%,51.5%,50.0%
10,Cleveland,50.7%,55.2%,51.8%,50.7%,50.8%
11,Golden State,50.4%,47.2%,48.9%,49.7%,51.1%
12,Boston,50.4%,44.1%,37.6%,50.9%,49.9%
13,Atlanta,50.2%,45.5%,41.7%,50.6%,49.9%
14,Portland,50.2%,51.6%,55.9%,50.5%,49.9%
15,Charlotte,49.9%,46.9%,47.9%,50.0%,49.9%
16,Orlando,49.9%,51.8%,54.1%,50.9%,48.9%
17,Toronto,49.8%,48.4%,46.0%,50.0%,49.6%
18,Miami,49.8%,47.0%,47.6%,49.4%,50.2%
19,Milwaukee,49.6%,49.4%,52.2%,50.1%,49.2%
20,Chicago,49.4%,51.2%,44.7%,49.7%,49.0%
21,LA Lakers,49.4%,45.9%,42.5%,49.6%,49.1%
22,Phoenix,49.3%,49.5%,46.1%,49.7%,48.9%
23,Okla City,49.1%,48.5%,48.6%,48.9%,49.3%
24,New Orleans,49.0%,48.9%,49.6%,48.8%,49.2%
25,San Antonio,49.0%,49.7%,54.0%,49.8%,48.1%
26,Dallas,48.8%,44.5%,43.8%,49.4%,48.3%
27,Brooklyn,48.5%,46.6%,51.0%,48.3%,48.6%
28,Indiana,48.3%,51.5%,51.4%,48.6%,48.1%
29,Washington,47.7%,46.7%,49.5%,47.5%,47.8%
30,Philadelphia,47.4%,50.0%,44.3%,47.9%,47.0%
