Rank,Team,2025,Last 3,Last 1,Home,Away
1,Cleveland,120.3%,108.2%,97.6%,120.0%,120.6%
2,Denver,118.3%,106.1%,98.5%,120.1%,116.5%
3,Phoenix,118.2%,115.5%,112.8%,118.1%,118.3%
4,Milwaukee,118.2%,113.1%,115.3%,121.1%,115.4%
5,Indiana,118.1%,108.5%,108.6%,119.6%,116.5%
6,LA Lakers,117.3%,116.2%,106.8%,118.5%,116.1%
7,Boston,116.8%,115.3%,89.3%,117.5%,116.1%
8,LA Clippers,116.8%,116.4%,109.2%,118.5%,115.1%
9,Minnesota,116.2%,123.7%,102.0%,118.0%,114.5%
10,Okla City,116.2%,105.6%,101.3%,118.4%,113.9%
11,Memphis,116.0%,112.1%,122.0%,118.6%,113.5%
12,Chicago,116.0%,107.8%,98.8%,114.0%,118.1%
13,New York,115.8%,114.0%,109.8%,117.0%,114.6%
14,Dallas,115.8%,112.4%,112.1%,115.4%,116.1%
15,Sacramento,115.5%,113.1%,110.3%,117.0%,114.0%
16,Detroit,114.8%,107.3%,116.9%,113.9%,115.8%
17,Atlanta,114.6%,108.5%,105.9%,115.5%,113.8%
18,Miami,114.3%,106.2%,86.3%,116.4%,112.4%
19,San Antonio,114.2%,118.3%,126.0%,116.8%,111.6%
20,Utah,112.7%,110.7%,111.4%,113.0%,112.3%
21,Golden State,112.3%,107.1%,105.5%,112.3%,112.4%
22,Philadelphia,111.7%,105.3%,98.1%,110.5%,113.0%
23,Portland,110.1%,100.7%,102.9%,112.4%,107.8%
24,Toronto,109.8%,107.2%,112.8%,110.6%,108.9%
25,Houston,109.7%,115.6%,94.7%,109.4%,110.0%
26,Brooklyn,109.6%,107.2%,122.3%,108.5%,110.6%
27,New Orleans,109.5%,100.1%,95.0%,109.6%,109.4%
28,Orlando,108.5%,96.8%,90.4%,109.2%,107.9%
29,Washington,108.3%,105.1%,121.3%,109.2%,107.5%
30,Charlotte,106.7%,98.3%,91.9%,107.6%,105.7%
