Rank,Team,2025,Last 3,Last 1,Home,Away
1,Okla City,55.1%,59.0%,60.0%,56.0%,54.1%
2,Charlotte,55.1%,48.8%,50.0%,54.6%,55.6%
3,Utah,55.4%,53.3%,56.1%,55.0%,55.8%
4,New Orleans,55.7%,53.1%,52.0%,56.3%,55.0%
5,Sacramento,56.6%,62.0%,66.3%,57.2%,56.0%
6,Philadelphia,56.7%,59.5%,61.2%,56.9%,56.4%
7,Miami,56.8%,48.0%,45.3%,57.0%,56.5%
8,Milwaukee,56.9%,57.5%,64.5%,56.4%,57.4%
9,Memphis,57.0%,58.5%,62.8%,57.5%,56.5%
10,Toronto,57.3%,60.4%,61.9%,58.3%,56.2%
11,LA Lakers,57.3%,55.9%,47.2%,56.6%,58.0%
12,Phoenix,57.4%,62.9%,61.4%,57.7%,57.2%
13,San Antonio,57.5%,51.8%,59.8%,57.1%,57.9%
14,LA Clippers,57.5%,65.8%,67.8%,57.4%,57.7%
15,Brooklyn,57.6%,55.9%,51.2%,57.7%,57.5%
16,Washington,57.8%,56.4%,67.3%,58.0%,57.6%
17,Atlanta,58.1%,57.8%,56.3%,58.2%,58.0%
18,Detroit,58.2%,67.0%,65.1%,58.4%,57.9%
19,Chicago,58.3%,55.2%,57.8%,58.5%,58.0%
20,Cleveland,58.6%,60.8%,57.3%,58.9%,58.3%
21,Denver,58.7%,60.0%,59.4%,58.8%,58.6%
22,Boston,58.9%,58.7%,50.5%,59.6%,58.1%
23,Minnesota,58.9%,56.9%,60.2%,58.8%,59.1%
24,Golden State,59.0%,58.6%,60.3%,59.1%,58.8%
25,New York,59.0%,61.5%,61.2%,60.6%,57.4%
26,Indiana,59.9%,60.0%,54.0%,60.7%,59.2%
27,Houston,60.1%,50.5%,47.6%,60.1%,60.1%
28,Portland,60.2%,58.6%,65.0%,60.7%,59.7%
29,Dallas,61.5%,64.5%,69.0%,61.7%,61.3%
30,Orlando,61.6%,64.0%,68.4%,61.5%,61.7%
