Rank,Team,2025,Last 3,Last 1,Home,Away
1,Cleveland,57.5%,48.3%,43.9%,57.7%,57.4%
2,Milwaukee,56.6%,53.9%,56.1%,58.0%,55.3%
3,Denver,56.5%,48.9%,45.2%,57.3%,55.6%
4,Indiana,56.2%,50.2%,49.3%,56.9%,55.5%
5,Phoenix,56.1%,56.6%,56.5%,56.2%,56.0%
6,Boston,55.7%,55.8%,43.0%,56.2%,55.3%
7,LA Lakers,55.5%,54.9%,49.4%,56.2%,54.9%
8,LA Clippers,55.4%,56.2%,52.4%,56.3%,54.6%
9,Chicago,55.2%,50.5%,45.8%,54.2%,56.3%
10,Minnesota,55.2%,59.6%,48.2%,56.2%,54.2%
11,Memphis,55.1%,51.2%,53.8%,56.3%,53.8%
12,Okla City,55.0%,48.0%,46.6%,56.2%,53.7%
13,New York,55.0%,53.5%,52.9%,55.7%,54.2%
14,Dallas,55.0%,52.7%,54.0%,54.9%,55.1%
15,Sacramento,54.8%,54.4%,53.4%,55.5%,54.0%
16,Detroit,54.5%,48.8%,52.5%,53.9%,55.1%
17,San Antonio,54.4%,55.7%,57.7%,55.8%,53.0%
18,Atlanta,54.4%,51.6%,51.0%,54.8%,54.0%
19,Miami,54.4%,51.6%,41.6%,55.7%,53.1%
20,Golden State,53.3%,49.0%,49.4%,53.4%,53.3%
21,Utah,53.3%,52.8%,53.9%,53.8%,52.8%
22,Philadelphia,52.7%,48.9%,44.7%,52.2%,53.2%
23,Toronto,52.2%,52.2%,54.6%,52.5%,52.0%
24,Houston,52.2%,53.1%,44.0%,52.0%,52.3%
25,Portland,52.1%,48.4%,51.6%,53.1%,51.1%
26,New Orleans,51.9%,46.8%,42.3%,51.6%,52.2%
27,Brooklyn,51.6%,51.2%,59.5%,51.2%,52.0%
28,Washington,51.2%,49.6%,60.0%,51.3%,51.0%
29,Orlando,50.9%,45.2%,42.0%,51.1%,50.6%
30,Charlotte,50.3%,47.1%,44.1%,50.8%,49.7%
