Rank,Team,2025,Last 3,Last 1,Home,Away
1,Boston,52.9%,55.0%,46.5%,53.3%,52.5%
2,Golden State,46.7%,34.8%,43.3%,46.9%,46.5%
3,Cleveland,45.8%,45.0%,38.9%,46.0%,45.5%
4,Brooklyn,45.8%,50.4%,47.3%,44.6%,46.9%
5,Chicago,45.7%,42.3%,44.6%,45.1%,46.2%
6,Minnesota,45.2%,43.4%,40.0%,44.3%,46.1%
7,Utah,44.9%,48.6%,47.2%,45.1%,44.8%
8,San Antonio,44.1%,43.9%,38.1%,44.2%,44.0%
9,Phoenix,44.0%,50.0%,52.4%,45.9%,42.0%
10,Washington,43.5%,41.4%,41.1%,42.9%,44.2%
11,Miami,43.1%,52.0%,55.1%,42.9%,43.4%
12,Charlotte,43.0%,43.8%,45.9%,43.3%,42.7%
13,LA Lakers,42.9%,52.5%,47.4%,44.0%,41.7%
14,Philadelphia,42.6%,45.7%,46.8%,41.6%,43.5%
15,Milwaukee,42.5%,44.0%,44.4%,43.3%,41.8%
16,Portland,41.8%,41.1%,43.8%,42.7%,41.0%
17,Okla City,41.2%,40.0%,46.0%,42.0%,40.4%
18,Atlanta,40.9%,39.4%,46.1%,41.4%,40.5%
19,Orlando,40.9%,38.6%,43.2%,40.9%,40.9%
20,Memphis,40.3%,40.9%,38.8%,40.7%,39.9%
21,Indiana,40.0%,41.0%,40.0%,40.4%,39.7%
22,Detroit,39.3%,36.8%,42.0%,39.3%,39.3%
23,Sacramento,39.1%,37.4%,37.1%,39.3%,38.9%
24,Dallas,38.9%,36.6%,43.7%,39.5%,38.4%
25,LA Clippers,38.7%,38.0%,32.9%,38.8%,38.6%
26,New Orleans,38.5%,43.3%,41.8%,38.7%,38.3%
27,Houston,38.1%,32.5%,21.4%,38.7%,37.4%
28,New York,37.9%,34.6%,37.2%,37.2%,38.6%
29,Toronto,37.3%,43.2%,40.2%,37.8%,36.8%
30,Denver,36.1%,45.7%,52.4%,37.6%,34.7%
