Rank,Team,2025,Last 3,Last 1,Home,Away
1,Okla City,51.0%,46.5%,42.9%,50.4%,51.8%
2,Boston,52.1%,52.3%,56.5%,51.7%,52.6%
3,Cleveland,52.3%,55.5%,55.3%,52.7%,51.9%
4,Houston,52.3%,51.1%,53.8%,51.1%,53.5%
5,Detroit,52.8%,44.7%,55.4%,51.1%,54.6%
6,Orlando,53.1%,54.1%,57.7%,52.2%,53.9%
7,Memphis,53.2%,54.2%,57.6%,52.6%,53.7%
8,Minnesota,53.3%,55.6%,60.4%,52.4%,54.1%
9,Golden State,53.5%,58.6%,76.6%,53.5%,53.5%
10,Dallas,53.5%,52.4%,49.3%,52.5%,54.5%
11,Milwaukee,53.7%,58.2%,51.7%,53.2%,54.2%
12,Denver,54.0%,59.3%,61.4%,53.7%,54.2%
13,LA Lakers,54.3%,55.6%,69.0%,54.2%,54.3%
14,LA Clippers,54.4%,58.5%,59.0%,54.4%,54.3%
15,Portland,54.4%,49.7%,42.3%,54.4%,54.3%
16,Sacramento,54.4%,55.9%,49.1%,53.5%,55.4%
17,New York,54.5%,53.3%,55.8%,54.2%,54.7%
18,Miami,54.6%,59.8%,64.1%,55.4%,53.9%
19,Indiana,54.7%,47.7%,51.1%,54.9%,54.5%
20,Washington,54.9%,57.9%,59.1%,55.5%,54.3%
21,Phoenix,54.9%,54.8%,59.3%,53.6%,56.3%
22,Toronto,55.4%,59.1%,61.5%,54.9%,55.9%
23,San Antonio,55.4%,53.5%,55.2%,56.3%,54.6%
24,Chicago,55.6%,52.0%,58.3%,55.4%,55.8%
25,Atlanta,55.8%,56.6%,59.3%,55.4%,56.2%
26,Charlotte,55.9%,54.6%,46.7%,56.7%,55.2%
27,Brooklyn,56.7%,61.6%,47.7%,56.7%,56.7%
28,Philadelphia,57.2%,51.5%,54.0%,57.8%,56.6%
29,Utah,57.7%,63.4%,60.0%,58.0%,57.4%
30,New Orleans,57.8%,65.2%,62.7%,57.1%,58.5%
