Rank,Team,2025,Last 3,Last 1,Home,Away
1,Cleveland,56.8%,61.0%,59.1%,57.0%,56.6%
2,Houston,57.8%,58.2%,61.8%,56.4%,59.2%
3,Okla City,57.9%,55.8%,52.9%,58.0%,57.9%
4,Boston,58.3%,58.7%,60.5%,58.0%,58.5%
5,Minnesota,58.9%,60.3%,68.1%,58.1%,59.7%
6,Golden State,58.9%,62.6%,78.3%,59.5%,58.4%
7,Detroit,59.0%,50.6%,58.5%,56.9%,61.1%
8,Milwaukee,59.0%,61.8%,55.4%,58.5%,59.4%
9,New York,59.2%,58.3%,63.0%,59.1%,59.2%
10,Miami,59.2%,64.0%,67.6%,60.0%,58.5%
11,Denver,59.2%,63.6%,63.6%,59.3%,59.2%
12,Dallas,59.3%,58.2%,55.7%,58.3%,60.2%
13,LA Lakers,59.5%,61.8%,70.7%,59.7%,59.4%
14,Memphis,59.5%,62.5%,69.4%,59.3%,59.8%
15,Sacramento,59.7%,59.4%,52.9%,59.0%,60.4%
16,LA Clippers,60.1%,69.0%,69.2%,60.5%,59.7%
17,Orlando,60.1%,58.1%,60.0%,59.5%,60.7%
18,Portland,60.4%,55.5%,47.8%,60.7%,60.1%
19,Toronto,60.5%,61.9%,62.7%,60.3%,60.6%
20,Phoenix,60.5%,59.9%,60.4%,59.6%,61.5%
21,Washington,60.7%,61.7%,61.9%,61.5%,59.8%
22,Chicago,60.8%,57.9%,63.6%,60.5%,61.0%
23,Indiana,61.0%,52.1%,55.8%,61.2%,60.7%
24,Charlotte,61.6%,59.2%,51.2%,62.7%,60.5%
25,Atlanta,61.8%,60.4%,62.7%,61.1%,62.4%
26,San Antonio,61.9%,57.0%,57.1%,63.2%,60.7%
27,Brooklyn,62.2%,63.9%,50.0%,62.7%,61.8%
28,Philadelphia,62.9%,58.4%,59.6%,63.3%,62.5%
29,Utah,63.1%,68.5%,66.0%,62.9%,63.4%
30,New Orleans,64.5%,67.8%,68.1%,64.0%,64.9%
