Rank,Team,2025,Last 3,Last 1,Home,Away
1,Okla City,81.4%,77.5%,71.0%,82.2%,80.7%
2,Phoenix,81.0%,72.2%,50.0%,81.7%,80.4%
3,Chicago,80.9%,83.1%,82.4%,81.3%,80.5%
4,Sacramento,80.5%,85.7%,73.3%,80.3%,80.7%
5,Boston,79.9%,69.4%,70.0%,79.9%,80.0%
6,New York,79.1%,74.7%,65.4%,78.3%,80.0%
7,LA Clippers,79.1%,70.8%,68.2%,80.7%,77.7%
8,Memphis,79.1%,88.6%,96.7%,80.1%,78.1%
9,Indiana,78.8%,75.0%,75.9%,78.7%,78.9%
10,LA Lakers,78.8%,77.1%,76.0%,78.1%,79.5%
11,Brooklyn,78.7%,70.3%,68.0%,77.5%,79.8%
12,Minnesota,78.6%,78.3%,80.0%,78.7%,78.5%
13,Miami,78.5%,68.3%,60.0%,77.5%,79.4%
14,Charlotte,78.3%,70.5%,61.1%,77.5%,79.1%
15,Cleveland,78.1%,78.1%,70.3%,76.6%,79.7%
16,Philadelphia,78.0%,78.4%,85.7%,77.8%,78.3%
17,Washington,77.8%,76.3%,64.7%,78.1%,77.5%
18,Detroit,77.6%,79.1%,84.8%,77.1%,78.2%
19,Atlanta,77.5%,76.8%,83.3%,78.4%,76.7%
20,San Antonio,77.4%,84.1%,87.5%,76.8%,78.0%
21,Utah,77.4%,81.1%,81.8%,76.1%,78.6%
22,Dallas,77.2%,81.3%,75.0%,76.1%,78.2%
23,Orlando,77.0%,70.6%,68.2%,76.9%,77.1%
24,Denver,76.9%,83.6%,77.3%,76.7%,77.1%
25,Golden State,76.5%,78.6%,70.0%,76.3%,76.7%
26,Portland,76.2%,63.4%,47.6%,77.2%,75.1%
27,New Orleans,75.4%,73.9%,76.7%,78.1%,72.6%
28,Toronto,74.8%,69.6%,75.0%,76.4%,73.3%
29,Milwaukee,74.8%,75.4%,65.4%,76.1%,73.4%
30,Houston,73.4%,76.2%,71.4%,74.1%,72.8%
