Rank,Team,2025,Last 3,Last 1,Home,Away
1,Okla City,45.4%,43.5%,39.6%,45.9%,44.9%
2,Sacramento,46.9%,53.3%,45.0%,46.4%,47.3%
3,Memphis,47.6%,51.6%,58.1%,48.3%,46.9%
4,Detroit,47.7%,51.1%,53.4%,46.7%,48.7%
5,Charlotte,48.0%,44.1%,45.2%,48.5%,47.4%
6,Philadelphia,48.6%,49.9%,55.7%,49.4%,47.8%
7,Toronto,48.7%,52.8%,51.2%,50.0%,47.4%
8,Phoenix,48.7%,54.8%,58.7%,49.1%,48.4%
9,New Orleans,48.8%,50.0%,55.7%,50.1%,47.6%
10,Washington,48.9%,51.3%,66.1%,48.8%,48.9%
11,Utah,49.0%,52.7%,56.9%,49.8%,48.2%
12,Atlanta,49.0%,51.7%,52.0%,49.4%,48.7%
13,Brooklyn,49.1%,46.8%,37.2%,48.7%,49.4%
14,Milwaukee,49.2%,51.0%,52.1%,48.6%,49.7%
15,Cleveland,49.3%,49.6%,45.6%,49.8%,48.9%
16,Golden State,49.5%,48.2%,59.5%,49.9%,49.2%
17,LA Clippers,49.5%,56.2%,60.0%,50.7%,48.5%
18,LA Lakers,49.6%,50.1%,56.3%,49.6%,49.5%
19,Miami,49.7%,38.1%,36.2%,49.7%,49.6%
20,New York,50.3%,46.4%,46.4%,51.6%,49.1%
21,Minnesota,50.4%,48.2%,51.6%,49.9%,50.8%
22,Orlando,50.4%,49.4%,50.0%,50.0%,50.8%
23,Denver,50.4%,55.8%,56.0%,50.6%,50.2%
24,San Antonio,50.5%,44.5%,54.2%,50.2%,50.9%
25,Houston,50.7%,43.6%,40.8%,50.5%,50.9%
26,Portland,50.7%,47.9%,54.3%,50.9%,50.6%
27,Indiana,51.0%,46.5%,46.6%,51.9%,50.2%
28,Boston,51.4%,47.4%,43.7%,51.8%,50.9%
29,Chicago,51.6%,51.3%,51.4%,52.3%,50.8%
30,Dallas,52.4%,55.3%,56.7%,53.2%,51.8%
