Rank,Team,2025,Last 3,Last 1,Home,Away
1,Houston,68.3%,72.7%,71.4%,67.9%,68.8%
2,Portland,70.8%,66.5%,51.8%,70.3%,71.2%
3,Memphis,71.4%,76.5%,67.7%,72.2%,70.5%
4,Toronto,72.7%,73.3%,77.4%,72.0%,73.3%
5,Golden State,72.7%,68.6%,64.7%,73.8%,71.6%
6,Denver,73.1%,69.8%,65.9%,74.0%,72.1%
7,Utah,73.1%,71.1%,80.4%,74.7%,71.6%
8,Charlotte,73.5%,76.7%,65.4%,73.3%,73.7%
9,New Orleans,73.7%,75.5%,77.1%,73.0%,74.3%
10,Detroit,73.7%,73.8%,83.3%,73.5%,73.9%
11,Minnesota,73.7%,68.3%,83.0%,71.8%,75.6%
12,New York,73.8%,70.9%,69.8%,73.2%,74.3%
13,Cleveland,73.9%,70.7%,73.7%,74.5%,73.3%
14,Atlanta,73.9%,79.7%,78.8%,75.2%,72.7%
15,Boston,74.3%,77.8%,81.6%,73.3%,75.4%
16,Sacramento,74.6%,71.2%,67.4%,74.5%,74.6%
17,Orlando,74.7%,73.2%,70.0%,74.0%,75.3%
18,Brooklyn,75.5%,78.8%,83.3%,74.7%,76.3%
19,Okla City,75.6%,73.5%,71.7%,75.2%,76.0%
20,LA Clippers,75.6%,79.7%,87.5%,75.9%,75.4%
21,San Antonio,75.7%,80.3%,76.9%,75.6%,75.8%
22,Philadelphia,76.6%,72.9%,81.5%,75.3%,77.9%
23,LA Lakers,76.7%,78.7%,81.8%,76.5%,76.8%
24,Dallas,76.7%,78.2%,82.9%,76.1%,77.3%
25,Washington,77.3%,81.0%,86.0%,77.7%,76.8%
26,Phoenix,77.4%,77.0%,78.6%,76.7%,78.1%
27,Miami,77.6%,78.2%,74.1%,79.6%,75.8%
28,Chicago,77.8%,75.4%,83.7%,77.6%,77.9%
29,Indiana,78.9%,68.7%,69.2%,79.6%,78.2%
30,Milwaukee,80.4%,76.6%,73.5%,79.9%,80.9%
