Rank,Team,2025,Last 3,Last 1,Home,Away
1,Okla City,51.2%,50.2%,49.3%,51.0%,51.4%
2,Boston,51.9%,53.4%,54.9%,51.5%,52.2%
3,Houston,52.8%,52.0%,58.5%,51.9%,53.7%
4,Cleveland,53.1%,56.7%,59.1%,53.1%,53.0%
5,Minnesota,53.1%,56.1%,60.2%,53.1%,53.2%
6,Memphis,53.3%,50.2%,47.3%,52.6%,54.1%
7,Milwaukee,53.4%,57.7%,52.7%,53.2%,53.6%
8,Orlando,53.7%,55.0%,65.1%,52.2%,55.2%
9,Detroit,53.7%,49.1%,53.5%,53.6%,53.9%
10,LA Clippers,53.7%,61.0%,58.3%,52.7%,54.8%
11,LA Lakers,53.8%,50.0%,44.4%,52.5%,55.0%
12,Indiana,53.9%,48.0%,46.6%,53.9%,53.9%
13,Dallas,53.9%,54.8%,53.5%,51.8%,55.9%
14,Chicago,54.0%,48.3%,57.2%,53.7%,54.2%
15,Golden State,54.0%,60.7%,71.2%,54.0%,54.0%
16,Toronto,54.1%,57.5%,57.7%,53.2%,55.0%
17,Denver,54.1%,55.0%,55.2%,53.9%,54.3%
18,Portland,54.3%,51.0%,44.4%,54.3%,54.3%
19,Miami,54.5%,63.6%,67.4%,55.5%,53.7%
20,New York,54.5%,57.1%,64.1%,54.1%,55.0%
21,Charlotte,54.7%,55.7%,46.7%,53.6%,55.8%
22,Washington,54.8%,53.4%,55.1%,55.3%,54.2%
23,San Antonio,55.1%,54.1%,54.6%,55.8%,54.5%
24,Phoenix,55.2%,56.6%,60.2%,53.9%,56.5%
25,Brooklyn,55.7%,59.9%,52.3%,56.1%,55.2%
26,Sacramento,55.7%,56.7%,57.8%,55.8%,55.6%
27,Utah,55.9%,57.6%,53.6%,55.3%,56.6%
28,Atlanta,56.1%,55.6%,58.3%,56.0%,56.1%
29,New Orleans,56.4%,58.7%,46.4%,54.8%,58.0%
30,Philadelphia,57.0%,51.2%,51.9%,57.1%,57.0%
