Rank,Team,2025,Last 3,Last 1,Home,Away
1,Orlando,38.4%,36.0%,31.6%,38.5%,38.3%
2,Dallas,38.5%,35.5%,31.0%,38.3%,38.7%
3,Portland,39.8%,41.4%,35.0%,39.3%,40.3%
4,Houston,39.9%,49.5%,52.4%,39.9%,39.9%
5,Indiana,40.1%,40.0%,46.0%,39.3%,40.8%
6,New York,41.0%,38.5%,38.8%,39.4%,42.6%
7,Golden State,41.0%,41.4%,39.7%,40.9%,41.2%
8,Minnesota,41.1%,43.1%,39.8%,41.2%,40.9%
9,Boston,41.1%,41.3%,49.5%,40.4%,41.9%
10,Denver,41.3%,40.0%,40.6%,41.2%,41.4%
11,Cleveland,41.4%,39.2%,42.7%,41.1%,41.7%
12,Chicago,41.7%,44.8%,42.2%,41.5%,42.0%
13,Detroit,41.8%,33.0%,34.9%,41.6%,42.1%
14,Atlanta,41.9%,42.2%,43.8%,41.8%,42.0%
15,Washington,42.2%,43.6%,32.7%,42.0%,42.4%
16,Brooklyn,42.4%,44.1%,48.8%,42.3%,42.5%
17,LA Clippers,42.5%,34.2%,32.2%,42.6%,42.3%
18,San Antonio,42.5%,48.2%,40.2%,42.9%,42.1%
19,Phoenix,42.6%,37.1%,38.6%,42.3%,42.8%
20,LA Lakers,42.7%,44.1%,52.8%,43.4%,42.0%
21,Toronto,42.7%,39.6%,38.1%,41.7%,43.8%
22,Memphis,43.0%,41.5%,37.2%,42.5%,43.5%
23,Milwaukee,43.1%,42.5%,35.5%,43.6%,42.6%
24,Miami,43.2%,52.0%,54.7%,43.0%,43.5%
25,Philadelphia,43.3%,40.5%,38.8%,43.1%,43.6%
26,Sacramento,43.4%,38.0%,33.7%,42.8%,44.0%
27,New Orleans,44.3%,46.9%,48.0%,43.7%,45.0%
28,Utah,44.6%,46.7%,43.9%,45.0%,44.2%
29,Charlotte,44.9%,51.2%,50.0%,45.4%,44.4%
30,Okla City,44.9%,41.0%,40.0%,44.0%,45.9%
