Rank,Team,2026,Last 3,Last 1,Home,Away,2025
1,LA Lakers,67.0%,68.4%,66.1%,70.0%,64.7%,67.0%
2,San Antonio,64.1%,64.2%,59.5%,63.8%,64.6%,64.1%
3,Toronto,64.0%,62.2%,68.0%,61.1%,66.3%,64.0%
4,Denver,63.7%,59.6%,54.5%,63.5%,64.0%,63.7%
5,Okla City,62.9%,64.5%,66.7%,66.2%,60.6%,62.9%
6,Cleveland,62.1%,63.5%,57.9%,64.6%,58.9%,62.1%
7,Portland,61.8%,61.7%,58.1%,60.6%,62.6%,61.8%
8,Atlanta,61.8%,62.1%,63.6%,57.4%,64.3%,61.8%
9,Boston,61.7%,65.9%,74.5%,64.6%,58.1%,61.7%
10,Minnesota,61.6%,55.7%,51.9%,62.1%,61.1%,61.6%
11,Orlando,61.4%,64.2%,65.1%,59.6%,63.3%,61.4%
12,Chicago,61.3%,65.5%,85.2%,61.4%,61.3%,61.3%
13,Utah,61.3%,58.6%,62.1%,62.8%,59.7%,61.3%
14,Detroit,61.2%,70.6%,60.0%,58.7%,63.6%,61.2%
15,LA Clippers,60.9%,62.0%,69.0%,64.3%,58.4%,60.9%
16,Miami,60.6%,63.7%,59.7%,59.6%,61.8%,60.6%
17,Milwaukee,60.5%,62.7%,61.0%,62.3%,57.6%,60.5%
18,New York,60.4%,66.7%,63.5%,58.0%,63.5%,60.4%
19,Charlotte,59.9%,61.6%,67.6%,59.2%,60.4%,59.9%
20,Golden State,59.7%,61.3%,69.6%,65.2%,56.3%,59.7%
21,Brooklyn,59.6%,61.0%,57.6%,58.6%,60.5%,59.6%
22,Phoenix,59.4%,52.9%,51.3%,60.8%,57.2%,59.4%
23,Washington,58.7%,61.8%,72.5%,59.3%,58.3%,58.7%
24,Dallas,58.1%,53.3%,52.0%,57.7%,58.9%,58.1%
25,Memphis,57.6%,65.9%,62.8%,59.1%,55.8%,57.6%
26,Sacramento,57.5%,58.6%,52.2%,52.7%,61.2%,57.5%
27,New Orleans,57.4%,59.6%,60.6%,57.6%,57.2%,57.4%
28,Philadelphia,57.4%,54.7%,52.8%,57.1%,58.0%,57.4%
29,Houston,56.5%,54.3%,56.6%,55.7%,57.1%,56.5%
30,Indiana,52.8%,60.7%,55.3%,55.2%,50.7%,52.8%
