Rank,Team,2026,Last 3,Last 1,Home,Away,2025
1,Okla City,50.3%,49.8%,43.5%,49.9%,50.6%,50.3%
2,Miami,50.4%,48.4%,45.4%,48.2%,52.7%,50.4%
3,Dallas,51.0%,47.3%,47.3%,50.9%,51.4%,51.0%
4,Boston,51.9%,54.7%,55.0%,53.8%,49.7%,51.9%
5,Denver,52.2%,54.9%,54.8%,51.0%,53.3%,52.2%
6,Detroit,52.4%,58.5%,55.5%,51.9%,52.8%,52.4%
7,Minnesota,52.6%,53.2%,46.9%,52.5%,52.7%,52.6%
8,Toronto,52.9%,52.0%,49.4%,53.6%,52.4%,52.9%
9,San Antonio,53.2%,54.5%,51.5%,53.7%,52.4%,53.2%
10,Cleveland,53.3%,51.4%,54.4%,53.0%,53.7%,53.3%
11,Houston,53.4%,53.6%,49.4%,53.9%,52.9%,53.4%
12,Phoenix,53.5%,52.4%,56.3%,51.3%,56.9%,53.5%
13,Chicago,53.8%,55.2%,57.2%,54.0%,53.6%,53.8%
14,Atlanta,53.9%,56.1%,68.5%,54.0%,53.8%,53.9%
15,Orlando,54.1%,60.8%,50.6%,53.5%,54.6%,54.1%
16,Golden State,54.2%,52.3%,53.0%,50.9%,56.3%,54.2%
17,Philadelphia,54.5%,57.0%,59.9%,54.5%,54.6%,54.5%
18,Indiana,54.8%,52.0%,55.4%,53.6%,56.0%,54.8%
19,Milwaukee,55.3%,60.2%,57.0%,56.4%,53.5%,55.3%
20,Washington,55.5%,55.2%,53.2%,55.8%,55.2%,55.5%
21,LA Lakers,55.6%,56.0%,59.9%,56.8%,54.7%,55.6%
22,New York,55.8%,53.1%,46.0%,55.8%,55.7%,55.8%
23,Memphis,55.9%,53.6%,62.6%,55.2%,56.8%,55.9%
24,Portland,56.1%,57.3%,51.7%,55.9%,56.1%,56.1%
25,LA Clippers,56.3%,60.4%,64.9%,55.7%,56.7%,56.3%
26,Utah,57.3%,60.8%,58.2%,56.5%,58.2%,57.3%
27,Sacramento,57.6%,54.5%,47.9%,57.2%,57.9%,57.6%
28,Charlotte,58.1%,60.2%,55.5%,56.3%,59.7%,58.1%
29,Brooklyn,58.3%,55.3%,58.0%,59.7%,57.0%,58.3%
30,New Orleans,59.1%,59.2%,64.6%,58.9%,59.3%,59.1%
