Rank,Team,2026,Last 3,Last 1,Home,Away,2025
1,Okla City,84.9%,80.3%,73.9%,84.7%,85.1%,84.9%
2,LA Clippers,83.7%,86.5%,87.5%,82.4%,84.6%,83.7%
3,Denver,83.3%,79.7%,78.6%,84.8%,81.9%,83.3%
4,Charlotte,82.9%,88.2%,90.0%,85.5%,81.1%,82.9%
5,Golden State,82.4%,79.4%,72.2%,78.0%,84.8%,82.4%
6,Utah,81.8%,75.0%,66.7%,82.8%,80.3%,81.8%
7,Memphis,81.5%,81.5%,86.7%,81.8%,81.0%,81.5%
8,Orlando,80.7%,82.9%,82.1%,83.3%,77.8%,80.7%
9,Phoenix,80.4%,71.9%,68.4%,78.8%,83.0%,80.4%
10,Portland,80.3%,77.9%,75.8%,79.5%,80.8%,80.3%
11,Philadelphia,80.3%,83.6%,90.9%,80.2%,80.4%,80.3%
12,Chicago,79.7%,77.8%,75.0%,79.7%,79.7%,79.7%
13,New York,79.6%,67.5%,78.6%,84.8%,73.2%,79.6%
14,Houston,79.3%,79.7%,88.2%,77.0%,81.4%,79.3%
15,LA Lakers,79.2%,78.5%,84.6%,76.7%,81.2%,79.2%
16,San Antonio,79.1%,79.2%,82.4%,82.1%,75.3%,79.1%
17,Miami,78.4%,73.5%,70.8%,81.8%,75.5%,78.4%
18,Atlanta,78.2%,74.5%,75.0%,83.0%,75.1%,78.2%
19,Brooklyn,78.0%,76.3%,71.4%,78.2%,77.7%,78.0%
20,Indiana,77.9%,83.1%,76.5%,77.5%,78.2%,77.9%
21,Toronto,77.5%,79.1%,66.7%,76.2%,78.5%,77.5%
22,Boston,77.3%,75.8%,77.3%,81.2%,73.0%,77.3%
23,Minnesota,77.3%,74.7%,86.4%,75.3%,79.4%,77.3%
24,Sacramento,77.2%,89.4%,92.9%,77.9%,76.7%,77.2%
25,New Orleans,76.1%,75.6%,68.6%,77.9%,73.9%,76.1%
26,Cleveland,75.4%,78.3%,100.0%,74.5%,76.6%,75.4%
27,Dallas,75.0%,83.3%,87.5%,76.4%,71.5%,75.0%
28,Washington,74.9%,75.7%,65.4%,76.1%,74.1%,74.9%
29,Detroit,73.9%,75.3%,78.4%,77.4%,71.0%,73.9%
30,Milwaukee,71.1%,79.1%,77.8%,73.4%,67.8%,71.1%
