Rank,Team,2026,Last 3,Last 1,Home,Away,2025
1,Houston,72.6%,69.2%,68.4%,70.2%,74.7%,72.6%
2,Dallas,74.2%,77.2%,70.8%,74.4%,73.8%,74.2%
3,Minnesota,76.5%,82.6%,92.9%,71.5%,80.6%,76.5%
4,Brooklyn,77.1%,82.5%,78.6%,73.5%,80.5%,77.1%
5,Memphis,77.3%,80.0%,78.6%,75.3%,80.3%,77.3%
6,Indiana,77.4%,80.2%,78.4%,76.9%,77.9%,77.4%
7,Okla City,77.5%,73.5%,71.4%,75.7%,79.2%,77.5%
8,Philadelphia,77.7%,74.6%,82.1%,75.6%,81.6%,77.7%
9,Chicago,77.7%,75.8%,68.6%,77.6%,77.8%,77.7%
10,Orlando,78.2%,81.9%,90.9%,75.6%,80.8%,78.2%
11,Milwaukee,78.6%,73.5%,75.8%,80.3%,76.2%,78.6%
12,Denver,78.7%,82.8%,86.7%,79.7%,77.8%,78.7%
13,Washington,78.7%,78.8%,75.0%,80.2%,77.6%,78.7%
14,Detroit,78.9%,80.3%,76.5%,75.6%,82.1%,78.9%
15,Charlotte,78.9%,81.0%,75.0%,77.8%,79.9%,78.9%
16,Atlanta,79.3%,78.6%,65.4%,86.5%,75.3%,79.3%
17,New York,79.5%,80.7%,71.4%,76.9%,82.2%,79.5%
18,New Orleans,80.0%,75.9%,75.0%,77.9%,82.6%,80.0%
19,Phoenix,80.1%,78.6%,88.2%,77.8%,83.8%,80.1%
20,LA Lakers,80.2%,85.0%,87.5%,81.4%,79.0%,80.2%
21,LA Clippers,80.2%,80.6%,84.6%,82.5%,78.1%,80.2%
22,San Antonio,80.2%,63.2%,68.8%,81.4%,78.8%,80.2%
23,Boston,80.4%,72.2%,79.2%,77.7%,83.3%,80.4%
24,Utah,80.5%,77.1%,72.2%,83.5%,76.6%,80.5%
25,Cleveland,80.5%,84.3%,66.7%,80.3%,81.0%,80.5%
26,Miami,80.6%,79.4%,87.5%,80.2%,81.0%,80.6%
27,Sacramento,80.7%,81.7%,86.4%,85.9%,76.3%,80.7%
28,Toronto,81.3%,88.2%,100.0%,78.8%,83.0%,81.3%
29,Portland,81.6%,80.3%,77.8%,83.1%,80.8%,81.6%
30,Golden State,82.4%,76.3%,66.7%,84.4%,81.5%,82.4%
