Rank,Team,2026,Last 3,Last 1,Home,Away,2025
1,Okla City,17.3%,20.3%,16.9%,18.5%,16.3%,17.3%
2,Detroit,16.5%,15.8%,12.3%,16.3%,16.6%,16.5%
3,Phoenix,16.4%,18.6%,16.2%,16.4%,16.4%,16.4%
4,Golden State,15.8%,15.4%,13.1%,15.7%,15.8%,15.8%
5,LA Lakers,15.8%,15.1%,16.0%,16.0%,15.5%,15.8%
6,Atlanta,15.6%,15.5%,12.3%,15.7%,15.5%,15.6%
7,Cleveland,15.6%,14.8%,15.6%,15.3%,15.9%,15.6%
8,Portland,15.4%,13.6%,13.1%,16.7%,14.6%,15.4%
9,Toronto,15.3%,15.9%,11.7%,15.1%,15.5%,15.3%
10,Minnesota,15.2%,17.9%,10.9%,15.7%,14.8%,15.2%
11,New Orleans,15.2%,13.8%,15.1%,15.8%,14.5%,15.2%
12,New York,14.6%,13.9%,10.5%,16.0%,12.7%,14.6%
13,Boston,14.5%,12.3%,8.1%,14.4%,14.6%,14.5%
14,Miami,14.4%,15.0%,15.2%,15.0%,13.8%,14.4%
15,Orlando,14.4%,13.9%,19.4%,14.6%,14.0%,14.4%
16,Milwaukee,14.1%,14.1%,16.1%,14.2%,14.0%,14.1%
17,San Antonio,14.0%,11.9%,6.1%,14.6%,13.1%,14.0%
18,Houston,13.8%,16.3%,21.3%,14.0%,13.7%,13.8%
19,Sacramento,13.7%,11.7%,14.6%,14.9%,12.8%,13.7%
20,Memphis,13.6%,13.7%,14.2%,13.3%,14.0%,13.6%
21,LA Clippers,13.4%,12.1%,11.0%,14.3%,12.6%,13.4%
22,Brooklyn,13.3%,10.3%,8.4%,13.1%,13.5%,13.3%
23,Dallas,13.2%,12.9%,13.3%,12.9%,13.9%,13.2%
24,Indiana,13.1%,14.1%,16.1%,13.3%,12.9%,13.1%
25,Philadelphia,13.0%,12.0%,11.1%,12.2%,14.0%,13.0%
26,Utah,12.8%,11.9%,9.3%,12.8%,12.9%,12.8%
27,Charlotte,12.5%,11.5%,9.0%,11.7%,13.2%,12.5%
28,Denver,12.2%,11.4%,11.1%,12.1%,12.2%,12.2%
29,Washington,11.8%,13.8%,18.0%,12.8%,11.1%,11.8%
30,Chicago,11.5%,11.7%,12.4%,11.1%,11.9%,11.5%
