Rank,Team,2026,Last 3,Last 1,Home,Away,2025
1,New York,77.8%,73.4%,72.3%,77.1%,78.7%,77.8%
2,Charlotte,77.3%,73.7%,77.3%,74.9%,79.4%,77.3%
3,San Antonio,77.0%,73.0%,76.6%,77.5%,76.3%,77.0%
4,Okla City,76.2%,70.6%,69.8%,74.4%,77.5%,76.2%
5,Orlando,76.0%,77.6%,80.0%,78.3%,73.4%,76.0%
6,Memphis,75.8%,78.4%,67.4%,75.3%,76.3%,75.8%
7,Utah,75.4%,79.8%,67.3%,75.6%,75.2%,75.4%
8,LA Lakers,74.8%,79.3%,78.8%,73.5%,75.6%,74.8%
9,Denver,74.7%,69.4%,74.4%,75.8%,73.7%,74.7%
10,Sacramento,74.0%,71.8%,71.7%,74.2%,73.7%,74.0%
11,Toronto,73.8%,82.9%,91.1%,75.1%,72.8%,73.8%
12,Houston,73.8%,71.9%,69.0%,71.7%,75.6%,73.8%
13,Milwaukee,73.7%,80.5%,72.1%,73.9%,73.4%,73.7%
14,Golden State,73.7%,66.9%,70.8%,70.9%,75.4%,73.7%
15,Detroit,73.6%,81.0%,86.1%,72.1%,75.1%,73.6%
16,Philadelphia,73.5%,74.1%,66.7%,72.0%,75.6%,73.5%
17,Cleveland,73.3%,76.5%,76.7%,74.5%,71.8%,73.3%
18,Chicago,73.3%,66.4%,60.4%,76.1%,70.9%,73.3%
19,Indiana,72.9%,64.5%,64.1%,74.4%,71.4%,72.9%
20,Dallas,72.6%,68.7%,71.4%,72.4%,73.0%,72.6%
21,LA Clippers,72.4%,72.1%,64.7%,73.1%,71.9%,72.4%
22,Minnesota,72.2%,71.2%,78.4%,73.4%,71.1%,72.2%
23,New Orleans,72.2%,80.6%,90.0%,69.7%,75.4%,72.2%
24,Atlanta,72.0%,76.1%,83.3%,70.8%,72.7%,72.0%
25,Brooklyn,72.0%,76.6%,77.5%,70.9%,73.0%,72.0%
26,Portland,71.7%,76.8%,81.8%,73.3%,70.7%,71.7%
27,Boston,71.6%,72.8%,62.5%,71.4%,71.9%,71.6%
28,Phoenix,71.1%,68.8%,68.4%,71.8%,70.0%,71.1%
29,Miami,70.8%,75.5%,72.2%,68.0%,73.8%,70.8%
30,Washington,69.1%,67.6%,68.2%,68.9%,69.2%,69.1%
