Rank,Team,2026,Last 3,Last 1,Home,Away,2025
1,New Orleans,51.7%,45.7%,39.0%,51.0%,52.6%,51.7%
2,Utah,53.9%,53.5%,50.0%,53.0%,54.9%,53.9%
3,Miami,54.0%,56.5%,58.8%,52.9%,55.1%,54.0%
4,New York,54.0%,51.4%,44.8%,52.7%,55.6%,54.0%
5,Okla City,55.7%,56.0%,48.9%,56.6%,55.1%,55.7%
6,LA Lakers,55.8%,55.1%,56.8%,55.5%,56.1%,55.8%
7,Houston,56.2%,55.7%,53.8%,58.6%,54.1%,56.2%
8,Memphis,56.2%,57.3%,52.7%,59.6%,52.0%,56.2%
9,Toronto,56.7%,50.4%,44.8%,55.3%,57.8%,56.7%
10,LA Clippers,57.0%,57.5%,66.7%,57.1%,56.9%,57.0%
11,Detroit,57.0%,53.4%,62.2%,58.6%,55.6%,57.0%
12,Boston,57.1%,58.7%,62.0%,57.3%,56.7%,57.1%
13,Sacramento,57.5%,53.8%,56.7%,57.1%,57.8%,57.5%
14,Denver,57.9%,59.2%,49.5%,57.3%,58.5%,57.9%
15,Atlanta,57.9%,57.1%,54.8%,60.9%,56.2%,57.9%
16,Milwaukee,58.0%,50.4%,45.6%,57.7%,58.5%,58.0%
17,San Antonio,58.5%,60.4%,60.8%,55.4%,63.7%,58.5%
18,Phoenix,58.7%,59.4%,64.8%,60.7%,55.5%,58.7%
19,Washington,59.0%,58.6%,54.7%,59.3%,58.9%,59.0%
20,Brooklyn,59.5%,62.2%,60.2%,58.1%,60.7%,59.5%
21,Philadelphia,59.5%,64.9%,66.3%,61.1%,57.3%,59.5%
22,Golden State,59.9%,59.0%,63.6%,58.4%,60.8%,59.9%
23,Indiana,60.0%,62.5%,70.2%,59.5%,60.5%,60.0%
24,Portland,60.1%,54.3%,57.0%,60.5%,59.9%,60.1%
25,Minnesota,60.6%,66.5%,73.2%,63.1%,58.3%,60.6%
26,Cleveland,60.7%,61.6%,60.0%,64.6%,55.8%,60.7%
27,Charlotte,61.0%,57.9%,65.9%,60.3%,61.6%,61.0%
28,Chicago,62.7%,63.7%,66.3%,64.2%,61.4%,62.7%
29,Orlando,63.3%,61.8%,69.5%,60.1%,66.8%,63.3%
30,Dallas,63.5%,69.3%,71.3%,63.1%,64.4%,63.5%
