Rank,Team,2026,Last 3,Last 1,Home,Away,2025
1,Golden State,42.1%,41.6%,42.5%,42.5%,41.9%,42.1%
2,Milwaukee,39.8%,42.3%,37.9%,40.1%,39.1%,39.8%
3,Boston,39.4%,37.9%,32.6%,37.9%,41.2%,39.4%
4,Cleveland,39.2%,38.9%,42.4%,37.8%,41.1%,39.2%
5,Phoenix,38.9%,38.8%,42.4%,38.2%,40.0%,38.9%
6,New York,38.6%,32.0%,31.9%,41.7%,34.4%,38.6%
7,Brooklyn,37.6%,36.3%,42.0%,37.5%,37.8%,37.6%
8,Chicago,36.7%,36.9%,46.2%,34.6%,38.5%,36.7%
9,Charlotte,36.6%,33.1%,38.2%,38.0%,35.4%,36.6%
10,Washington,36.5%,39.0%,43.2%,34.9%,37.6%,36.5%
11,LA Clippers,35.5%,33.9%,33.1%,38.0%,33.5%,35.5%
12,Philadelphia,34.9%,35.9%,26.2%,33.6%,36.6%,34.9%
13,Atlanta,34.8%,37.8%,39.8%,34.2%,35.1%,34.8%
14,Portland,34.8%,40.9%,47.0%,32.6%,36.2%,34.8%
15,Memphis,34.7%,34.7%,41.7%,36.8%,32.0%,34.7%
16,Utah,34.7%,35.8%,28.2%,37.9%,30.3%,34.7%
17,Okla City,34.4%,38.0%,36.9%,35.6%,33.4%,34.4%
18,Minnesota,34.2%,33.0%,34.8%,31.7%,36.5%,34.2%
19,San Antonio,33.3%,37.1%,29.4%,36.8%,27.4%,33.3%
20,Miami,32.2%,23.9%,14.2%,30.9%,33.4%,32.2%
21,Indiana,31.6%,34.0%,33.3%,32.6%,30.7%,31.6%
22,Houston,31.2%,32.0%,34.2%,31.4%,31.1%,31.2%
23,Denver,30.9%,39.2%,52.8%,29.3%,32.4%,30.9%
24,Dallas,30.7%,38.0%,35.3%,31.1%,29.8%,30.7%
25,Toronto,30.5%,31.7%,27.3%,34.0%,27.6%,30.5%
26,New Orleans,30.5%,23.6%,27.3%,29.3%,32.0%,30.5%
27,Sacramento,29.7%,24.6%,17.9%,34.4%,26.0%,29.7%
28,Orlando,29.3%,31.0%,27.1%,28.4%,30.3%,29.3%
29,Detroit,28.3%,28.3%,22.1%,29.8%,26.9%,28.3%
30,LA Lakers,27.9%,26.6%,28.9%,26.3%,29.1%,27.9%
