Rank,Team,2026,Last 3,Last 1,Home,Away,2025
1,Okla City,43.0%,48.4%,46.3%,45.9%,40.7%,43.0%
2,New York,43.8%,41.9%,38.0%,43.1%,44.6%,43.8%
3,Detroit,44.0%,44.1%,44.4%,47.1%,41.1%,44.0%
4,Boston,44.1%,46.9%,48.1%,45.2%,42.7%,44.1%
5,San Antonio,45.6%,52.1%,52.3%,44.5%,47.4%,45.6%
6,Utah,46.1%,45.6%,47.8%,43.4%,49.3%,46.1%
7,New Orleans,46.5%,39.7%,35.4%,46.5%,46.5%,46.5%
8,LA Clippers,46.5%,51.2%,54.8%,44.4%,48.2%,46.5%
9,Miami,47.1%,49.7%,51.0%,47.4%,46.8%,47.1%
10,Houston,47.2%,47.4%,43.5%,49.8%,44.8%,47.2%
11,Milwaukee,47.9%,40.9%,31.3%,47.4%,48.5%,47.9%
12,LA Lakers,48.3%,52.0%,49.2%,48.9%,47.8%,48.3%
13,Minnesota,48.5%,52.4%,59.8%,50.9%,46.5%,48.5%
14,Memphis,48.6%,46.1%,38.4%,51.3%,45.1%,48.6%
15,Washington,48.6%,49.2%,49.6%,47.8%,49.3%,48.6%
16,Cleveland,48.8%,54.9%,61.8%,50.4%,46.6%,48.8%
17,Toronto,48.9%,45.3%,44.4%,49.8%,48.1%,48.9%
18,Atlanta,49.2%,47.6%,43.9%,52.5%,47.3%,49.2%
19,Brooklyn,49.4%,52.2%,58.4%,51.9%,47.2%,49.4%
20,Phoenix,49.6%,48.0%,52.6%,50.9%,47.8%,49.6%
21,Portland,49.6%,44.8%,48.5%,47.9%,50.7%,49.6%
22,Charlotte,50.5%,49.1%,60.2%,50.3%,50.7%,50.5%
23,Sacramento,50.9%,48.9%,48.2%,48.3%,53.1%,50.9%
24,Golden State,51.0%,49.7%,61.5%,52.0%,50.5%,51.0%
25,Philadelphia,51.1%,56.6%,56.9%,51.1%,51.0%,51.1%
26,Denver,51.2%,52.3%,47.0%,50.8%,51.4%,51.2%
27,Indiana,51.5%,51.7%,54.1%,51.0%,52.0%,51.5%
28,Chicago,51.9%,49.8%,55.9%,54.0%,50.1%,51.9%
29,Orlando,52.2%,53.0%,54.4%,51.3%,53.2%,52.2%
30,Dallas,54.4%,62.5%,69.8%,53.8%,55.8%,54.4%
