Rank,Team,2026,Last 3,Last 1,Home,Away,2025
1,Miami,31.6%,30.6%,30.0%,29.6%,33.9%,31.6%
2,Dallas,31.9%,23.5%,18.5%,32.3%,30.9%,31.9%
3,Denver,32.0%,35.4%,34.0%,30.8%,33.0%,32.0%
4,Toronto,32.1%,30.9%,29.2%,31.7%,32.4%,32.1%
5,Indiana,32.6%,33.3%,36.0%,32.1%,33.1%,32.6%
6,Phoenix,34.0%,34.3%,41.9%,32.7%,35.7%,34.0%
7,Atlanta,34.8%,37.6%,50.0%,33.1%,35.7%,34.8%
8,Golden State,35.1%,34.5%,30.6%,31.7%,37.3%,35.1%
9,Sacramento,35.4%,33.1%,31.0%,36.7%,34.4%,35.4%
10,Philadelphia,35.5%,37.3%,38.2%,36.1%,34.8%,35.5%
11,LA Lakers,35.7%,32.5%,37.1%,34.5%,36.6%,35.7%
12,Houston,35.9%,34.3%,35.1%,35.8%,36.0%,35.9%
13,Milwaukee,36.0%,41.3%,41.9%,37.7%,33.3%,36.0%
14,Boston,36.1%,39.4%,42.1%,37.4%,34.6%,36.1%
15,Chicago,36.1%,39.4%,37.1%,35.3%,36.7%,36.1%
16,Minnesota,36.2%,39.3%,26.9%,36.9%,35.7%,36.2%
17,Orlando,36.3%,38.9%,36.0%,34.5%,38.7%,36.3%
18,Okla City,36.4%,31.9%,25.5%,33.4%,38.5%,36.4%
19,Detroit,36.4%,40.7%,41.9%,34.4%,38.2%,36.4%
20,New Orleans,36.5%,38.1%,40.0%,36.3%,36.7%,36.5%
21,Cleveland,36.5%,29.3%,27.8%,37.0%,35.9%,36.5%
22,Portland,36.9%,38.8%,35.1%,39.5%,35.2%,36.9%
23,Memphis,37.0%,40.2%,51.2%,36.3%,37.8%,37.0%
24,Washington,37.0%,35.7%,34.9%,37.9%,36.5%,37.0%
25,Utah,37.3%,40.9%,36.5%,38.0%,36.4%,37.3%
26,New York,38.4%,34.4%,29.2%,38.9%,37.7%,38.4%
27,LA Clippers,38.9%,37.3%,44.8%,39.8%,38.2%,38.9%
28,San Antonio,39.2%,40.4%,36.8%,38.6%,40.4%,39.2%
29,Brooklyn,39.5%,38.4%,34.3%,36.8%,42.0%,39.5%
30,Charlotte,41.1%,41.1%,35.5%,39.1%,42.9%,41.1%
