Rank,Team,2026,Last 3,Last 1,Home,Away,2025
1,Okla City,45.1%,45.0%,43.0%,45.3%,45.0%,45.1%
2,Miami,48.4%,45.1%,43.1%,47.0%,49.9%,48.4%
3,San Antonio,48.6%,49.3%,50.4%,47.8%,49.9%,48.6%
4,Detroit,49.0%,49.1%,51.5%,49.4%,48.5%,49.0%
5,Houston,49.3%,48.4%,41.7%,50.4%,48.4%,49.3%
6,Cleveland,49.7%,49.3%,50.2%,50.4%,48.9%,49.7%
7,New York,49.9%,51.5%,47.4%,48.4%,51.8%,49.9%
8,Golden State,50.1%,51.0%,51.0%,47.8%,51.4%,50.1%
9,Toronto,50.1%,46.0%,41.0%,49.9%,50.3%,50.1%
10,Minnesota,50.2%,49.0%,50.3%,49.0%,51.1%,50.2%
11,Boston,50.2%,52.7%,58.5%,51.5%,48.7%,50.2%
12,Phoenix,50.3%,49.7%,51.7%,49.0%,52.2%,50.3%
13,LA Lakers,50.3%,49.8%,53.3%,52.0%,49.1%,50.3%
14,Memphis,50.5%,46.4%,52.9%,50.7%,50.1%,50.5%
15,Atlanta,50.5%,50.6%,55.8%,51.1%,50.0%,50.5%
16,Dallas,50.5%,50.7%,49.7%,50.2%,51.0%,50.5%
17,Denver,50.7%,53.3%,50.6%,49.4%,51.9%,50.7%
18,Orlando,50.8%,53.8%,43.7%,49.3%,52.5%,50.8%
19,Philadelphia,51.6%,54.7%,61.7%,53.0%,49.6%,51.6%
20,Portland,52.0%,51.4%,46.5%,49.9%,53.4%,52.0%
21,Utah,52.4%,53.5%,55.0%,51.8%,53.1%,52.4%
22,LA Clippers,52.5%,56.6%,62.1%,52.0%,52.9%,52.5%
23,Charlotte,52.5%,54.5%,52.1%,52.2%,52.8%,52.5%
24,Milwaukee,52.5%,52.6%,51.2%,52.6%,52.4%,52.5%
25,New Orleans,53.0%,50.2%,50.7%,52.7%,53.4%,53.0%
26,Chicago,53.2%,56.4%,60.2%,53.1%,53.3%,53.2%
27,Sacramento,53.6%,52.9%,45.7%,52.3%,54.5%,53.6%
28,Indiana,53.9%,53.4%,55.8%,52.5%,55.2%,53.9%
29,Brooklyn,54.1%,52.0%,53.8%,55.4%,53.0%,54.1%
30,Washington,54.9%,54.0%,47.5%,54.4%,55.2%,54.9%
