Rank,Team,2026,Last 3,Last 1,Home,Away,2025
1,LA Lakers,62.2%,65.8%,63.8%,65.4%,59.8%,62.2%
2,San Antonio,59.2%,56.8%,51.2%,58.9%,59.5%,59.2%
3,Denver,58.6%,56.0%,50.0%,59.3%,57.9%,58.6%
4,Okla City,58.4%,61.4%,61.2%,61.8%,55.9%,58.4%
5,Toronto,57.4%,56.4%,63.0%,55.3%,59.0%,57.4%
6,Cleveland,56.9%,59.3%,56.4%,59.0%,54.1%,56.9%
7,Atlanta,56.8%,55.8%,53.8%,53.4%,58.8%,56.8%
8,Minnesota,56.5%,51.9%,49.1%,56.7%,56.4%,56.5%
9,Detroit,56.2%,63.5%,55.9%,53.7%,58.5%,56.2%
10,LA Clippers,55.6%,57.8%,63.0%,58.6%,53.4%,55.6%
11,Boston,55.6%,60.4%,69.1%,58.0%,52.6%,55.6%
12,Orlando,55.5%,58.6%,61.2%,54.9%,56.1%,55.5%
13,Milwaukee,55.3%,54.1%,51.0%,57.4%,52.1%,55.3%
14,New York,55.2%,63.0%,62.3%,52.8%,58.4%,55.2%
15,Chicago,54.7%,57.8%,71.9%,54.6%,54.8%,54.7%
16,Miami,54.6%,54.9%,55.2%,54.1%,55.3%,54.6%
17,Portland,54.5%,53.2%,50.0%,53.5%,55.2%,54.5%
18,Utah,54.4%,53.8%,57.1%,55.2%,53.5%,54.4%
19,Charlotte,54.4%,55.6%,59.5%,54.4%,54.4%,54.4%
20,Golden State,54.2%,55.1%,61.5%,58.7%,51.5%,54.2%
21,Phoenix,54.0%,48.7%,46.5%,55.6%,51.6%,54.0%
22,Brooklyn,53.7%,55.8%,48.7%,52.2%,55.0%,53.7%
23,Sacramento,52.6%,55.3%,49.3%,48.3%,56.0%,52.6%
24,Dallas,52.3%,47.7%,45.6%,52.0%,53.2%,52.3%
25,Philadelphia,52.3%,51.9%,49.1%,52.3%,52.1%,52.3%
26,Washington,52.1%,55.6%,63.0%,51.3%,52.8%,52.1%
27,Memphis,51.8%,58.6%,58.7%,53.6%,49.8%,51.8%
28,Houston,51.8%,49.4%,52.6%,50.6%,52.8%,51.8%
29,New Orleans,51.0%,53.7%,58.0%,51.9%,49.9%,51.0%
30,Indiana,48.4%,55.0%,51.0%,51.4%,45.8%,48.4%
