Rank,Team,2026,Last 3,Last 1,Home,Away,2025
1,Okla City,46.9%,51.4%,48.9%,49.7%,44.7%,46.9%
2,San Antonio,49.2%,50.6%,49.2%,50.2%,47.8%,49.2%
3,Boston,50.2%,51.6%,50.0%,52.0%,48.0%,50.2%
4,Detroit,50.7%,56.3%,51.0%,52.2%,49.2%,50.7%
5,Minnesota,51.5%,50.3%,49.3%,50.8%,52.1%,51.5%
6,Cleveland,52.4%,56.0%,63.0%,51.6%,53.5%,52.4%
7,Dallas,52.8%,52.6%,55.2%,52.2%,54.1%,52.8%
8,Miami,52.9%,50.3%,45.6%,51.7%,54.2%,52.9%
9,Houston,53.0%,55.3%,46.5%,54.0%,52.0%,53.0%
10,Chicago,53.6%,52.9%,58.0%,54.6%,52.7%,53.6%
11,Orlando,53.8%,62.3%,49.1%,54.7%,52.9%,53.8%
12,New York,54.2%,54.5%,48.7%,53.6%,55.1%,54.2%
13,LA Clippers,54.7%,63.8%,63.8%,52.7%,56.2%,54.7%
14,Atlanta,55.1%,55.9%,63.0%,56.8%,54.0%,55.1%
15,Golden State,55.3%,52.7%,57.1%,53.2%,56.4%,55.3%
16,Phoenix,55.3%,53.0%,52.6%,52.8%,59.6%,55.3%
17,Denver,55.3%,56.1%,58.7%,54.5%,56.0%,55.3%
18,Washington,55.4%,56.4%,53.8%,55.1%,55.6%,55.4%
19,Philadelphia,55.4%,57.7%,61.2%,54.7%,56.4%,55.4%
20,Charlotte,55.8%,59.1%,56.7%,54.7%,56.8%,55.8%
21,Milwaukee,56.2%,58.6%,50.0%,56.3%,56.1%,56.2%
22,Memphis,56.2%,48.7%,50.0%,55.7%,57.0%,56.2%
23,Toronto,56.6%,57.6%,56.4%,58.6%,55.1%,56.6%
24,Portland,56.6%,56.5%,51.0%,53.8%,58.4%,56.6%
25,LA Lakers,57.2%,61.9%,63.0%,61.0%,54.6%,57.2%
26,Brooklyn,57.7%,54.0%,62.3%,63.0%,53.2%,57.7%
27,Utah,58.4%,60.3%,61.5%,56.0%,61.2%,58.4%
28,Indiana,58.7%,53.1%,55.9%,57.2%,60.1%,58.7%
29,Sacramento,60.9%,58.7%,49.1%,58.9%,62.5%,60.9%
30,New Orleans,63.1%,61.5%,71.9%,63.2%,63.1%,63.1%
