Rank,Team,2026,Last 3,Last 1,Home,Away,2025
1,Houston,61.9%,64.1%,68.4%,62.2%,61.7%,61.9%
2,Portland,67.0%,65.0%,72.1%,68.9%,65.8%,67.0%
3,Phoenix,69.6%,69.3%,69.0%,70.9%,67.8%,69.6%
4,Detroit,69.8%,78.0%,64.1%,66.0%,73.8%,69.8%
5,New York,70.0%,73.8%,77.5%,68.0%,72.6%,70.0%
6,Charlotte,70.2%,68.2%,75.0%,71.2%,69.4%,70.2%
7,Utah,70.3%,72.9%,70.8%,67.5%,73.5%,70.3%
8,New Orleans,70.9%,70.3%,60.4%,69.4%,72.6%,70.9%
9,Boston,71.0%,73.7%,78.8%,70.3%,71.8%,71.0%
10,Denver,71.6%,69.0%,67.4%,71.3%,71.9%,71.6%
11,Orlando,71.8%,66.4%,66.7%,73.7%,69.7%,71.8%
12,Philadelphia,72.6%,76.6%,80.0%,73.2%,71.8%,72.6%
13,San Antonio,72.8%,78.6%,69.6%,74.6%,70.1%,72.8%
14,Indiana,73.0%,79.2%,86.1%,76.0%,70.5%,73.0%
15,Minnesota,73.5%,67.3%,71.7%,72.6%,74.4%,73.5%
16,Cleveland,74.1%,79.7%,91.1%,75.2%,72.7%,74.1%
17,Memphis,74.4%,66.7%,74.4%,75.7%,72.9%,74.4%
18,LA Lakers,74.8%,74.5%,64.7%,73.9%,75.5%,74.8%
19,Brooklyn,75.0%,75.0%,72.3%,74.1%,75.9%,75.0%
20,Golden State,75.2%,69.4%,67.3%,76.8%,74.3%,75.2%
21,LA Clippers,75.7%,74.1%,78.8%,75.7%,75.7%,75.7%
22,Toronto,76.2%,74.6%,76.7%,77.0%,75.7%,76.2%
23,Okla City,76.3%,78.8%,70.7%,76.3%,76.4%,76.3%
24,Miami,76.7%,67.6%,71.4%,78.0%,75.3%,76.7%
25,Chicago,76.8%,79.7%,90.0%,74.1%,79.0%,76.8%
26,Atlanta,76.9%,74.4%,68.2%,75.9%,77.6%,76.9%
27,Washington,77.3%,78.5%,83.3%,79.1%,76.0%,77.3%
28,Dallas,77.7%,74.8%,72.2%,77.9%,77.2%,77.7%
29,Sacramento,79.9%,81.4%,78.4%,80.0%,79.9%,79.9%
30,Milwaukee,80.9%,86.4%,81.8%,82.2%,79.0%,80.9%
