SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE
22025,203500,0022500191,"Nov 09, 2025",HOU @ MIL,W,22,5,7,0.714,0,0,0.0,2,2,1.0,5,1,6,1,0,0,1,2,12,-3,1
22025,203500,0022500032,"Nov 07, 2025",HOU @ SAS,L,20,1,4,0.25,0,0,0.0,1,1,1.0,3,5,8,1,1,0,0,2,3,-7,1
22025,203500,0022500160,"Nov 03, 2025",HOU vs. DAL,W,23,2,3,0.667,0,0,0.0,0,2,0.0,3,6,9,1,2,2,1,3,4,6,1
22025,203500,0022500146,"Nov 01, 2025",HOU @ BOS,W,14,2,3,0.667,0,0,0.0,0,0,0.0,3,2,5,3,0,0,1,1,4,13,1
22025,203500,0022500131,"Oct 29, 2025",HOU @ TOR,W,20,5,6,0.833,0,0,0.0,2,2,1.0,8,4,12,2,1,1,1,3,12,14,1
22025,203500,0022500116,"Oct 27, 2025",HOU vs. BKN,W,16,0,1,0.0,0,0,0.0,4,4,1.0,5,3,8,1,0,1,1,1,4,20,1
22025,203500,0022500093,"Oct 24, 2025",HOU vs. DET,L,25,4,4,1.0,0,0,0.0,3,4,0.75,6,4,10,0,3,0,1,2,11,-4,1
22025,203500,0022500001,"Oct 21, 2025",HOU @ OKC,L,37,1,4,0.25,0,0,0.0,2,2,1.0,5,8,13,3,0,0,3,4,4,2,1
22025,1628389,0022500286,"Nov 24, 2025",MIA vs. DAL,W,29,5,13,0.385,0,3,0.0,7,11,0.636,3,3,6,1,1,2,2,1,17,-16,1
22025,1628389,0022500275,"Nov 23, 2025",MIA @ PHI,W,33,7,14,0.5,1,4,0.25,3,4,0.75,3,10,13,1,1,0,2,1,18,4,1
22025,1628389,0022500051,"Nov 21, 2025",MIA @ CHI,W,29,4,11,0.364,2,5,0.4,8,10,0.8,1,6,7,5,0,3,1,3,18,24,1
22025,1628389,0022500257,"Nov 19, 2025",MIA vs. GSW,W,29,7,13,0.538,3,4,0.75,3,3,1.0,1,6,7,3,1,2,1,1,20,15,1
22025,1628389,0022500178,"Nov 05, 2025",MIA @ DEN,L,8,1,5,0.2,0,2,0.0,0,0,0.0,0,1,1,0,0,0,0,1,2,4,1
22025,1628389,0022500164,"Nov 03, 2025",MIA @ LAC,W,30,10,18,0.556,2,4,0.5,3,5,0.6,0,10,10,4,2,0,2,1,25,2,1
22025,1628389,0022500155,"Nov 02, 2025",MIA @ LAL,L,36,6,11,0.545,1,5,0.2,4,4,1.0,1,7,8,5,3,1,0,1,17,-13,1
22025,1628389,0022500141,"Oct 30, 2025",MIA @ SAS,L,37,12,27,0.444,4,13,0.308,3,4,0.75,1,9,10,3,1,1,2,2,31,7,1
22025,1628389,0022500124,"Oct 28, 2025",MIA vs. CHA,W,30,10,16,0.625,3,5,0.6,3,4,0.75,1,5,6,2,0,0,1,2,26,29,1
22025,1628389,0022500108,"Oct 26, 2025",MIA vs. NYK,W,38,5,15,0.333,1,5,0.2,8,8,1.0,1,12,13,3,1,0,6,1,19,10,1
22025,1628389,0022500094,"Oct 24, 2025",MIA @ MEM,W,28,8,19,0.421,4,8,0.5,4,4,1.0,1,4,5,4,1,0,1,2,24,25,1
22025,1628389,0022500081,"Oct 22, 2025",MIA @ ORL,L,34,4,13,0.308,1,5,0.2,6,7,0.857,3,9,12,2,0,0,4,3,15,-2,1
22025,1630534,0022500284,"Nov 24, 2025",TOR vs. CLE,W,11,2,3,0.667,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,4,-7,1
22025,1630534,0022500279,"Nov 23, 2025",TOR vs. BKN,W,14,3,7,0.429,0,1,0.0,0,0,0.0,1,1,2,2,0,0,0,3,6,-3,1
22025,1630534,0022500050,"Nov 21, 2025",TOR vs. WAS,W,16,1,3,0.333,0,1,0.0,2,2,1.0,0,1,1,0,0,0,0,1,4,7,1
22025,1630534,0022500184,"Nov 08, 2025",TOR @ PHI,L,15,0,1,0.0,0,1,0.0,0,0,0.0,0,2,2,0,0,0,0,2,0,-3,1
22025,1630534,0022500165,"Nov 04, 2025",TOR vs. MIL,W,5,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1
22025,1630534,0022500152,"Nov 02, 2025",TOR vs. MEM,W,16,2,4,0.5,0,2,0.0,0,0,0.0,0,2,2,0,0,0,1,2,4,-1,1
22025,1630534,0022500022,"Oct 31, 2025",TOR @ CLE,W,17,1,3,0.333,0,1,0.0,1,2,0.5,1,6,7,2,1,1,1,3,3,21,1
22025,1630534,0022500131,"Oct 29, 2025",TOR vs. HOU,L,7,0,1,0.0,0,1,0.0,1,2,0.5,0,0,0,0,0,0,0,1,1,-9,1
22025,1630534,0022500118,"Oct 27, 2025",TOR @ SAS,L,12,2,4,0.5,0,0,0.0,0,0,0.0,0,1,1,2,1,0,0,0,4,5,1
22025,1630534,0022500111,"Oct 26, 2025",TOR @ DAL,L,22,1,5,0.2,1,4,0.25,2,2,1.0,0,3,3,0,1,0,0,2,5,-10,1
22025,1630534,0022500092,"Oct 24, 2025",TOR vs. MIL,L,12,1,1,1.0,0,0,0.0,1,2,0.5,0,1,1,1,0,0,1,3,3,-2,1
22025,1630534,0022500082,"Oct 22, 2025",TOR @ ATL,W,20,2,5,0.4,0,3,0.0,0,0,0.0,1,2,3,1,2,0,0,3,4,15,1
22025,1630583,0022500287,"Nov 24, 2025",MEM vs. DEN,L,33,5,16,0.313,0,5,0.0,2,2,1.0,3,3,6,6,2,2,1,1,12,2,1
22025,1630583,0022500273,"Nov 22, 2025",MEM @ DAL,W,35,9,17,0.529,2,5,0.4,0,0,0.0,2,6,8,4,1,1,0,1,20,10,1
22025,1630583,0022500265,"Nov 20, 2025",MEM vs. SAC,W,28,11,18,0.611,5,11,0.455,2,3,0.667,0,5,5,3,0,2,1,0,29,28,1
22025,1630583,0022500252,"Nov 18, 2025",MEM @ SAS,L,26,4,10,0.4,0,2,0.0,2,2,1.0,2,4,6,2,1,1,1,0,10,-2,1
22025,1630583,0022500228,"Nov 15, 2025",MEM @ CLE,L,25,5,9,0.556,2,4,0.5,0,2,0.0,1,10,11,2,1,0,0,3,12,-13,1
22025,1630583,0022500216,"Nov 12, 2025",MEM @ BOS,L,24,4,11,0.364,2,7,0.286,4,6,0.667,2,4,6,4,2,1,1,0,14,4,1
22025,1630583,0022500208,"Nov 11, 2025",MEM @ NYK,L,30,8,10,0.8,1,3,0.333,2,4,0.5,0,7,7,3,0,0,0,2,19,-11,1
22025,1630583,0022500194,"Nov 09, 2025",MEM vs. OKC,L,30,5,10,0.5,1,4,0.25,1,1,1.0,1,8,9,4,1,2,4,3,12,-12,1
22025,1630583,0022500034,"Nov 07, 2025",MEM vs. DAL,W,28,5,12,0.417,3,7,0.429,3,4,0.75,0,2,2,2,0,0,2,2,16,-7,1
22025,1630583,0022500176,"Nov 05, 2025",MEM vs. HOU,L,26,5,12,0.417,1,5,0.2,5,6,0.833,1,3,4,1,2,1,0,0,16,-7,1
22025,1630583,0022500161,"Nov 03, 2025",MEM vs. DET,L,23,5,9,0.556,1,3,0.333,0,0,0.0,2,3,5,1,0,0,3,1,11,-14,1
22025,1630583,0022500152,"Nov 02, 2025",MEM @ TOR,L,28,5,14,0.357,2,7,0.286,3,4,0.75,1,3,4,2,0,0,0,1,15,-6,1
22025,1630583,0022500024,"Oct 31, 2025",MEM vs. LAL,L,26,3,12,0.25,1,5,0.2,0,0,0.0,4,6,10,4,1,0,2,2,7,-9,1
22025,1630583,0022500137,"Oct 29, 2025",MEM @ PHX,W,31,6,12,0.5,2,5,0.4,0,0,0.0,2,8,10,5,3,0,1,1,14,8,1
22025,1630583,0022500121,"Oct 27, 2025",MEM @ GSW,L,22,6,13,0.462,2,6,0.333,0,2,0.0,1,5,6,4,3,0,2,1,14,2,1
22025,1630583,0022500103,"Oct 25, 2025",MEM vs. IND,W,21,4,9,0.444,1,3,0.333,0,0,0.0,3,5,8,1,0,2,0,1,9,13,1
22025,1630583,0022500094,"Oct 24, 2025",MEM vs. MIA,L,20,6,9,0.667,1,2,0.5,0,1,0.0,3,5,8,0,1,0,1,0,13,-12,1
22025,1630583,0022500085,"Oct 22, 2025",MEM vs. NOP,W,24,2,7,0.286,0,3,0.0,1,3,0.333,1,5,6,2,1,2,2,5,5,9,1
22025,1629638,0022500057,"Nov 25, 2025",ATL @ WAS,L,32,3,9,0.333,2,6,0.333,0,0,0.0,0,2,2,4,0,0,3,1,8,-20,1
22025,1629638,0022500276,"Nov 23, 2025",ATL vs. CHA,W,39,8,17,0.471,3,7,0.429,4,6,0.667,2,3,5,4,1,1,1,4,23,-7,1
22025,1629638,0022500270,"Nov 22, 2025",ATL @ NOP,W,36,4,11,0.364,2,6,0.333,0,0,0.0,1,4,5,3,1,0,1,2,10,11,1
22025,1629638,0022500267,"Nov 20, 2025",ATL @ SAS,L,34,13,17,0.765,8,10,0.8,4,4,1.0,1,3,4,5,0,3,2,3,38,-7,1
22025,1629638,0022500251,"Nov 18, 2025",ATL vs. DET,L,37,9,20,0.45,1,9,0.111,5,6,0.833,0,3,3,3,0,0,0,4,24,-19,1
22025,1629638,0022500239,"Nov 16, 2025",ATL @ PHX,W,35,9,18,0.5,3,9,0.333,5,7,0.714,1,2,3,4,2,0,2,2,26,22,1
22025,1629638,0022500227,"Nov 13, 2025",ATL @ UTA,W,30,4,11,0.364,1,3,0.333,7,8,0.875,1,1,2,5,2,2,2,0,16,15,1
22025,1629638,0022500223,"Nov 12, 2025",ATL @ SAC,W,22,5,11,0.455,1,4,0.25,3,3,1.0,1,5,6,5,0,2,4,1,14,44,1
22025,1629638,0022500030,"Nov 07, 2025",ATL vs. TOR,L,30,7,14,0.5,3,6,0.5,3,4,0.75,0,2,2,3,0,0,3,3,20,-13,1
22025,1629638,0022500166,"Nov 04, 2025",ATL vs. ORL,W,32,6,11,0.545,3,5,0.6,5,6,0.833,0,1,1,2,0,1,7,4,20,5,1
22025,1629638,0022500151,"Nov 02, 2025",ATL @ CLE,L,34,3,11,0.273,0,4,0.0,10,11,0.909,0,3,3,5,0,1,5,3,16,-12,1
22025,1629638,0022500020,"Oct 31, 2025",ATL @ IND,W,32,8,14,0.571,1,5,0.2,4,5,0.8,1,2,3,3,2,0,3,1,21,17,1
22025,1629638,0022500130,"Oct 29, 2025",ATL @ BKN,W,32,7,17,0.412,2,8,0.25,2,2,1.0,0,3,3,3,2,3,1,1,18,-2,1
22025,1629638,0022500115,"Oct 27, 2025",ATL @ CHI,L,30,6,11,0.545,4,6,0.667,1,2,0.5,2,1,3,3,1,0,0,3,17,-13,1
22025,1629638,0022500101,"Oct 25, 2025",ATL vs. OKC,L,30,6,10,0.6,3,6,0.5,2,2,1.0,1,2,3,2,2,1,2,0,17,-18,1
22025,1629638,0022500090,"Oct 24, 2025",ATL @ ORL,W,31,8,18,0.444,1,10,0.1,2,2,1.0,0,1,1,4,1,0,1,0,19,-1,1
22025,1629638,0022500082,"Oct 22, 2025",ATL vs. TOR,L,28,2,15,0.133,1,5,0.2,5,6,0.833,1,3,4,4,1,1,1,2,10,-2,1
22025,1628960,0022500226,"Nov 13, 2025",PHX vs. IND,W,12,5,6,0.833,1,2,0.5,1,2,0.5,0,1,1,2,1,0,0,0,12,8,1
22025,1628960,0022500221,"Nov 12, 2025",PHX @ DAL,W,33,8,17,0.471,4,9,0.444,3,4,0.75,1,4,5,3,3,1,2,1,23,2,1
22025,1628960,0022500204,"Nov 10, 2025",PHX vs. NOP,W,28,12,17,0.706,10,15,0.667,8,10,0.8,1,1,2,4,3,0,1,0,42,22,1
22025,1628960,0022500190,"Nov 08, 2025",PHX @ LAC,W,31,5,12,0.417,4,7,0.571,0,0,0.0,0,0,0,3,1,0,2,0,14,13,1
22025,1628960,0022500182,"Nov 06, 2025",PHX vs. LAC,W,36,7,13,0.538,4,9,0.444,0,0,0.0,0,3,3,4,3,1,2,4,18,22,1
22025,1628960,0022500169,"Nov 04, 2025",PHX @ GSW,L,35,6,15,0.4,4,9,0.444,0,0,0.0,0,4,4,5,3,0,1,4,16,-20,1
22025,1628960,0022500154,"Nov 02, 2025",PHX vs. SAS,W,34,6,13,0.462,5,9,0.556,0,0,0.0,0,3,3,3,0,0,2,3,17,17,1
22025,1628960,0022500025,"Oct 31, 2025",PHX vs. UTA,W,32,5,15,0.333,2,9,0.222,2,3,0.667,1,6,7,6,3,1,1,3,14,17,1
22025,1628960,0022500137,"Oct 29, 2025",PHX vs. MEM,L,36,4,10,0.4,2,6,0.333,4,4,1.0,0,3,3,4,0,0,5,2,14,-2,1
22025,1628960,0022500120,"Oct 27, 2025",PHX @ UTA,L,42,7,19,0.368,4,13,0.308,5,7,0.714,1,1,2,5,1,0,3,5,23,-8,1
22025,1628960,0022500104,"Oct 25, 2025",PHX @ DEN,L,33,6,12,0.5,5,10,0.5,0,0,0.0,0,4,4,5,1,0,0,3,17,-10,1
22025,1628960,0022500099,"Oct 24, 2025",PHX @ LAC,L,29,4,12,0.333,3,9,0.333,1,1,1.0,1,0,1,5,1,1,0,2,12,-11,1
22025,1628960,0022500088,"Oct 22, 2025",PHX vs. SAC,W,36,6,12,0.5,3,7,0.429,3,3,1.0,1,4,5,7,1,0,4,3,18,1,1
22025,1628386,0022500255,"Nov 19, 2025",CLE vs. HOU,L,28,4,9,0.444,0,0,0.0,0,0,0.0,2,5,7,3,1,0,1,3,8,-9,1
22025,1628386,0022500241,"Nov 17, 2025",CLE vs. MIL,W,25,4,7,0.571,0,0,0.0,4,4,1.0,2,4,6,2,0,1,2,0,12,0,1
22025,1628386,0022500228,"Nov 15, 2025",CLE vs. MEM,W,26,5,8,0.625,0,0,0.0,6,8,0.75,1,5,6,2,0,1,2,2,16,1,1
22025,1628386,0022500225,"Nov 13, 2025",CLE vs. TOR,L,21,3,6,0.5,0,0,0.0,0,0,0.0,2,6,8,0,1,1,2,2,6,-6,1
22025,1628386,0022500217,"Nov 12, 2025",CLE @ MIA,W,27,12,20,0.6,0,1,0.0,6,7,0.857,2,8,10,2,0,0,1,0,30,2,1
22025,1628386,0022500201,"Nov 10, 2025",CLE @ MIA,L,21,6,9,0.667,0,0,0.0,2,3,0.667,3,4,7,2,0,1,3,0,14,8,1
22025,1628386,0022500186,"Nov 08, 2025",CLE vs. CHI,W,25,4,8,0.5,0,0,0.0,3,6,0.5,2,1,3,2,1,2,2,2,11,3,1
22025,1628386,0022500029,"Nov 07, 2025",CLE @ WAS,W,26,7,13,0.538,0,0,0.0,2,4,0.5,8,6,14,3,2,1,1,2,16,27,1
22025,1628386,0022500171,"Nov 05, 2025",CLE vs. PHI,W,30,11,17,0.647,0,2,0.0,2,2,1.0,3,7,10,1,3,3,0,2,24,24,1
22025,1628386,0022500128,"Oct 29, 2025",CLE @ BOS,L,25,4,7,0.571,0,0,0.0,8,8,1.0,2,4,6,1,1,1,1,1,16,-4,1
22025,1628386,0022500007,"Oct 27, 2025",CLE @ DET,W,25,7,12,0.583,0,0,0.0,6,7,0.857,2,5,7,2,1,0,3,3,20,18,1
22025,1628386,0022500107,"Oct 26, 2025",CLE vs. MIL,W,26,3,6,0.5,0,0,0.0,2,2,1.0,2,9,11,1,1,0,1,2,8,12,1
22025,1628386,0022500091,"Oct 24, 2025",CLE @ BKN,W,30,8,11,0.727,0,1,0.0,6,9,0.667,2,5,7,4,2,1,2,2,22,24,1
22025,1628386,0022500003,"Oct 22, 2025",CLE @ NYK,L,28,1,4,0.25,0,0,0.0,2,4,0.5,0,4,4,1,2,0,1,0,4,-4,1
22025,1630631,0022500289,"Nov 24, 2025",NOP vs. CHI,W,32,7,16,0.438,2,9,0.222,0,0,0.0,1,7,8,8,2,0,2,2,16,14,1
22025,1630631,0022500270,"Nov 22, 2025",NOP vs. ATL,L,17,3,5,0.6,2,3,0.667,0,0,0.0,0,1,1,1,0,0,2,1,8,-12,1
22025,1630631,0022500052,"Nov 21, 2025",NOP @ DAL,L,20,2,5,0.4,1,4,0.25,0,0,0.0,0,5,5,6,0,0,2,2,5,2,1
22025,1630631,0022500260,"Nov 19, 2025",NOP vs. DEN,L,19,1,6,0.167,0,4,0.0,0,0,0.0,1,3,4,2,1,0,0,0,2,-13,1
22025,1630631,0022500247,"Nov 17, 2025",NOP vs. OKC,L,23,3,9,0.333,0,4,0.0,0,0,0.0,1,1,2,1,2,0,1,4,6,-5,1
22025,1630631,0022500237,"Nov 16, 2025",NOP vs. GSW,L,25,6,12,0.5,3,8,0.375,3,3,1.0,0,1,1,3,0,0,4,0,18,-1,1
22025,1630631,0022500045,"Nov 14, 2025",NOP vs. LAL,L,21,3,8,0.375,2,4,0.5,0,0,0.0,1,1,2,2,1,0,1,3,8,7,1
22025,1630631,0022500219,"Nov 12, 2025",NOP vs. POR,L,22,2,7,0.286,1,5,0.2,0,0,0.0,1,0,1,3,1,0,3,2,5,-5,1
22025,1630631,0022500204,"Nov 10, 2025",NOP @ PHX,L,23,2,6,0.333,1,3,0.333,3,4,0.75,0,3,3,4,2,0,1,3,8,-11,1
22025,1630631,0022500188,"Nov 08, 2025",NOP @ SAS,L,17,2,3,0.667,2,2,1.0,2,2,1.0,0,2,2,5,0,0,0,2,8,-6,1
22025,1630631,0022500177,"Nov 05, 2025",NOP @ DAL,W,23,4,8,0.5,3,5,0.6,2,2,1.0,1,7,8,2,0,0,1,1,13,12,1
22025,1630631,0022500168,"Nov 04, 2025",NOP vs. CHA,W,31,7,11,0.636,4,7,0.571,0,0,0.0,1,2,3,6,2,0,1,1,18,21,1
22025,1630631,0022500148,"Nov 02, 2025",NOP @ OKC,L,18,1,3,0.333,1,2,0.5,0,0,0.0,0,2,2,2,1,0,0,2,3,-12,1
22025,1630631,0022500027,"Oct 31, 2025",NOP @ LAC,L,16,1,3,0.333,1,3,0.333,1,2,0.5,0,2,2,1,1,0,0,2,4,-3,1
22025,1630631,0022500134,"Oct 29, 2025",NOP @ DEN,L,14,1,5,0.2,1,4,0.25,0,0,0.0,0,2,2,1,1,0,1,1,3,-25,1
22025,1630631,0022500117,"Oct 27, 2025",NOP vs. BOS,L,22,2,6,0.333,1,4,0.25,0,0,0.0,1,2,3,2,2,0,1,0,5,-3,1
22025,1630631,0022500095,"Oct 24, 2025",NOP vs. SAS,L,3,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-2,1
22025,203937,0022500291,"Nov 24, 2025",UTA @ GSW,L,24,6,7,0.857,0,0,0.0,0,0,0.0,1,5,6,6,1,1,2,4,12,-1,1
22025,203937,0022500253,"Nov 18, 2025",UTA @ LAL,L,20,2,5,0.4,0,0,0.0,1,2,0.5,1,2,3,5,2,0,0,2,5,3,1
22025,203937,0022500036,"Nov 07, 2025",UTA @ MIN,L,12,3,7,0.429,0,0,0.0,2,2,1.0,2,2,4,4,0,0,1,2,8,-3,1
22025,203937,0022500150,"Nov 02, 2025",UTA @ CHA,L,12,2,4,0.5,0,0,0.0,1,2,0.5,0,0,0,2,1,0,1,2,5,4,1
22025,203937,0022500025,"Oct 31, 2025",UTA @ PHX,L,25,3,6,0.5,0,0,0.0,2,3,0.667,1,2,3,3,0,0,1,2,8,-5,1
22025,203507,0022500241,"Nov 17, 2025",MIL @ CLE,L,13,6,10,0.6,0,0,0.0,2,3,0.667,2,3,5,4,1,0,4,2,14,0,1
22025,203507,0022500231,"Nov 15, 2025",MIL vs. LAL,L,32,9,15,0.6,1,1,1.0,13,18,0.722,5,5,10,5,0,1,5,3,32,-12,1
22025,203507,0022500043,"Nov 14, 2025",MIL vs. CHA,W,40,12,18,0.667,0,1,0.0,1,3,0.333,2,5,7,18,2,1,7,3,25,18,1
22025,203507,0022500203,"Nov 10, 2025",MIL @ DAL,W,37,11,18,0.611,1,2,0.5,7,12,0.583,3,5,8,6,1,3,5,5,30,12,1
22025,203507,0022500191,"Nov 09, 2025",MIL vs. HOU,L,36,14,25,0.56,0,1,0.0,9,14,0.643,4,4,8,3,0,1,3,0,37,0,1
22025,203507,0022500035,"Nov 07, 2025",MIL vs. CHI,W,37,16,32,0.5,1,3,0.333,8,11,0.727,4,11,15,9,2,2,4,1,41,16,1
22025,203507,0022500165,"Nov 04, 2025",MIL @ TOR,L,24,9,14,0.643,0,0,0.0,4,6,0.667,3,5,8,3,0,1,1,3,22,-8,1
22025,203507,0022500157,"Nov 03, 2025",MIL @ IND,W,32,14,21,0.667,1,2,0.5,4,9,0.444,5,8,13,5,2,0,3,4,33,8,1
22025,203507,0022500142,"Nov 01, 2025",MIL vs. SAC,L,32,8,13,0.615,1,1,1.0,9,14,0.643,4,7,11,8,1,1,1,3,26,-1,1
22025,203507,0022500125,"Oct 28, 2025",MIL vs. NYK,W,33,16,22,0.727,0,1,0.0,5,7,0.714,2,6,8,7,1,2,4,3,37,18,1
22025,203507,0022500107,"Oct 26, 2025",MIL @ CLE,L,33,14,20,0.7,1,1,1.0,11,16,0.688,5,9,14,9,2,2,2,1,40,-5,1
22025,203507,0022500092,"Oct 24, 2025",MIL @ TOR,W,38,11,14,0.786,2,2,1.0,7,12,0.583,7,13,20,7,0,1,5,2,31,18,1
22025,203507,0022500086,"Oct 22, 2025",MIL vs. WAS,W,27,16,26,0.615,1,3,0.333,4,7,0.571,2,12,14,5,0,0,2,4,37,10,1
22025,1630175,0022500288,"Nov 24, 2025",MIL vs. POR,L,18,8,12,0.667,0,4,0.0,0,0,0.0,0,2,2,2,2,1,3,2,16,-15,1
22025,1630175,0022500272,"Nov 22, 2025",MIL vs. DET,L,14,2,5,0.4,0,2,0.0,0,0,0.0,0,3,3,2,1,1,5,0,4,10,1
22025,1630175,0022500266,"Nov 20, 2025",MIL vs. PHI,L,21,2,7,0.286,1,2,0.5,0,0,0.0,0,4,4,7,0,0,4,2,5,-6,1
22025,1630175,0022500241,"Nov 17, 2025",MIL @ CLE,L,22,2,8,0.25,0,0,0.0,0,0,0.0,0,1,1,8,0,0,2,2,4,-11,1
22025,1630175,0022500231,"Nov 15, 2025",MIL vs. LAL,L,18,0,5,0.0,0,1,0.0,0,0,0.0,1,4,5,7,2,0,2,2,0,0,1
22025,1630175,0022500043,"Nov 14, 2025",MIL vs. CHA,W,19,4,7,0.571,1,3,0.333,1,2,0.5,1,2,3,5,1,0,4,3,10,-13,1
22025,1630175,0022500213,"Nov 12, 2025",MIL @ CHA,L,15,2,12,0.167,0,2,0.0,0,0,0.0,0,2,2,3,0,0,0,2,4,-18,1
22025,1630175,0022500203,"Nov 10, 2025",MIL @ DAL,W,17,2,7,0.286,0,0,0.0,0,0,0.0,1,4,5,3,1,0,4,0,4,-16,1
22025,1630175,0022500191,"Nov 09, 2025",MIL vs. HOU,L,18,5,9,0.556,1,2,0.5,1,1,1.0,0,5,5,6,0,1,4,1,12,8,1
22025,1630175,0022500035,"Nov 07, 2025",MIL vs. CHI,W,22,5,14,0.357,1,5,0.2,0,0,0.0,1,1,2,5,1,0,1,2,11,3,1
22025,1630175,0022500165,"Nov 04, 2025",MIL @ TOR,L,24,5,9,0.556,0,2,0.0,2,3,0.667,1,3,4,4,1,1,0,3,12,-20,1
22025,1630175,0022500157,"Nov 03, 2025",MIL @ IND,W,23,4,8,0.5,3,4,0.75,0,0,0.0,1,3,4,4,1,0,3,3,11,4,1
22025,1630175,0022500142,"Nov 01, 2025",MIL vs. SAC,L,13,1,4,0.25,0,0,0.0,1,2,0.5,0,2,2,5,0,0,3,3,3,2,1
22025,1630175,0022500139,"Oct 30, 2025",MIL vs. GSW,W,21,7,15,0.467,2,7,0.286,0,0,0.0,0,3,3,2,1,1,3,6,16,6,1
22025,1630175,0022500125,"Oct 28, 2025",MIL vs. NYK,W,24,2,7,0.286,0,4,0.0,0,0,0.0,0,4,4,9,0,1,1,4,4,1,1
22025,1630175,0022500092,"Oct 24, 2025",MIL @ TOR,W,27,9,14,0.643,2,5,0.4,3,7,0.429,2,2,4,7,2,0,1,3,23,5,1
22025,1630175,0022500086,"Oct 22, 2025",MIL vs. WAS,W,12,4,5,0.8,1,2,0.5,0,0,0.0,0,2,2,5,0,1,1,5,9,8,1
22025,1628384,0022500039,"Nov 14, 2025",NYK vs. MIA,W,5,1,4,0.25,0,1,0.0,0,0,0.0,2,1,3,0,0,0,0,1,2,1,1
22025,1628384,0022500215,"Nov 12, 2025",NYK vs. ORL,L,34,2,4,0.5,2,4,0.5,2,2,1.0,0,4,4,1,1,2,3,3,8,1,1
