Rank,Team,2026,Last 3,Last 1,Home,Away,2025
1,Denver,123.0%,124.4%,128.0%,120.4%,125.5%,123.0%
2,LA Lakers,122.7%,127.2%,135.9%,125.6%,120.6%,122.7%
3,San Antonio,120.7%,119.4%,109.5%,123.6%,116.1%,120.7%
4,Okla City,120.6%,130.8%,127.2%,120.5%,120.7%,120.6%
5,Toronto,120.3%,123.9%,111.6%,121.5%,119.3%,120.3%
6,Milwaukee,119.6%,117.9%,108.9%,123.9%,112.9%,119.6%
7,Minnesota,118.9%,108.4%,104.2%,117.2%,120.5%,118.9%
8,Atlanta,118.4%,113.6%,110.1%,114.0%,121.0%,118.4%
9,LA Clippers,118.1%,123.7%,127.7%,124.3%,113.5%,118.1%
10,Orlando,118.0%,124.9%,126.0%,117.4%,118.6%,118.0%
11,Houston,117.8%,111.8%,118.7%,115.3%,120.1%,117.8%
12,Chicago,117.7%,113.7%,133.7%,116.7%,118.7%,117.7%
13,Golden State,117.1%,112.3%,119.1%,121.5%,114.4%,117.1%
14,Phoenix,117.0%,109.9%,103.3%,119.6%,113.0%,117.0%
15,Miami,116.7%,111.1%,100.6%,115.2%,118.2%,116.7%
16,Detroit,116.4%,130.0%,120.1%,113.1%,119.6%,116.4%
17,New York,116.2%,117.0%,119.4%,119.1%,112.3%,116.2%
18,Charlotte,115.3%,110.9%,115.2%,117.9%,113.1%,115.3%
19,Cleveland,115.0%,116.3%,106.3%,116.3%,113.4%,115.0%
20,Philadelphia,115.0%,111.1%,111.4%,115.2%,114.7%,115.0%
21,Washington,113.5%,121.0%,137.0%,111.3%,115.1%,113.5%
22,Utah,113.4%,111.5%,108.8%,119.3%,106.3%,113.4%
23,Boston,113.1%,126.0%,140.2%,115.5%,110.3%,113.1%
24,Sacramento,112.4%,113.9%,106.1%,109.9%,114.4%,112.4%
25,Portland,112.0%,112.4%,121.5%,110.8%,112.7%,112.0%
26,Brooklyn,111.8%,114.2%,99.7%,109.0%,114.4%,111.8%
27,Memphis,109.1%,112.4%,114.9%,112.6%,104.6%,109.1%
28,New Orleans,108.8%,110.6%,118.5%,109.1%,108.4%,108.8%
29,Dallas,108.4%,105.2%,97.5%,110.1%,104.4%,108.4%
30,Indiana,104.3%,119.9%,119.2%,109.7%,99.6%,104.3%
