Rank,Team,2026,Last 3,Last 1,Home,Away,2025
1,Houston,55.1%,52.4%,51.7%,56.0%,54.3%,55.1%
2,Denver,55.1%,53.7%,52.9%,55.3%,54.9%,55.1%
3,LA Lakers,53.7%,56.9%,62.1%,56.3%,51.8%,53.7%
4,Detroit,53.6%,56.2%,55.8%,52.4%,54.7%,53.6%
5,Toronto,53.6%,55.1%,50.2%,53.6%,53.6%,53.6%
6,Orlando,53.4%,60.2%,61.7%,52.1%,54.9%,53.4%
7,Okla City,52.7%,54.5%,54.9%,52.6%,52.8%,52.7%
8,San Antonio,52.5%,51.8%,48.2%,52.2%,52.9%,52.5%
9,Minnesota,52.2%,50.2%,45.7%,52.7%,51.7%,52.2%
10,New York,52.2%,53.6%,53.8%,53.1%,51.0%,52.2%
11,Miami,51.8%,55.1%,49.7%,50.8%,52.7%,51.8%
12,Boston,51.2%,54.5%,63.6%,53.3%,48.8%,51.2%
13,Atlanta,51.0%,50.3%,47.5%,49.3%,52.0%,51.0%
14,Portland,50.8%,49.9%,51.2%,50.4%,51.1%,50.8%
15,Philadelphia,50.8%,47.2%,43.7%,50.9%,50.6%,50.8%
16,Chicago,50.7%,48.7%,50.7%,51.6%,50.0%,50.7%
17,Cleveland,50.6%,49.6%,41.0%,50.8%,50.3%,50.6%
18,Charlotte,50.5%,50.9%,48.4%,50.3%,50.6%,50.5%
19,Phoenix,50.4%,46.7%,41.7%,51.0%,49.5%,50.4%
20,Milwaukee,50.1%,46.7%,46.5%,51.5%,47.8%,50.1%
21,LA Clippers,50.0%,53.5%,53.3%,51.2%,49.1%,50.0%
22,Utah,50.0%,47.4%,51.0%,52.2%,47.2%,50.0%
23,New Orleans,49.9%,53.3%,60.2%,50.2%,49.4%,49.9%
24,Sacramento,49.5%,49.9%,50.3%,47.4%,51.2%,49.5%
25,Brooklyn,49.0%,50.2%,47.4%,48.4%,49.6%,49.0%
26,Memphis,48.9%,53.5%,50.6%,50.1%,47.4%,48.9%
27,Golden State,48.8%,49.1%,55.0%,52.3%,46.7%,48.8%
28,Washington,48.4%,51.1%,55.8%,47.9%,48.7%,48.4%
29,Indiana,48.0%,51.2%,51.5%,49.4%,46.7%,48.0%
30,Dallas,47.6%,45.5%,43.1%,48.1%,46.3%,47.6%
