Rank,Team,2025,Last 3,Last 1,Home,Away,2024
1,Miami,31.6%,26.6%,27.9%,29.5%,33.9%,36.3%
2,Denver,31.7%,32.5%,38.9%,30.5%,32.9%,36.2%
3,Toronto,32.1%,31.0%,29.3%,31.7%,32.4%,34.9%
4,Indiana,32.5%,30.4%,37.1%,31.7%,33.1%,35.2%
5,Dallas,32.8%,29.2%,25.9%,32.8%,32.9%,36.4%
6,Phoenix,33.8%,29.8%,32.4%,32.1%,35.7%,37.0%
7,Atlanta,34.3%,36.6%,42.5%,33.3%,34.7%,37.6%
8,Milwaukee,34.7%,38.0%,34.0%,35.8%,33.3%,35.3%
9,Detroit,35.3%,33.3%,34.1%,34.4%,36.4%,36.6%
10,Golden State,35.4%,33.0%,35.6%,31.9%,37.3%,36.5%
11,Philadelphia,35.4%,35.6%,38.9%,36.0%,34.8%,37.8%
12,Chicago,35.5%,34.5%,36.8%,33.9%,36.7%,34.4%
13,Sacramento,35.6%,31.5%,31.5%,37.6%,34.0%,38.2%
14,Boston,35.7%,38.7%,39.4%,36.8%,34.6%,34.3%
15,Orlando,35.9%,38.0%,38.9%,34.4%,38.0%,36.4%
16,LA Lakers,35.9%,33.9%,28.9%,34.1%,37.1%,35.4%
17,Houston,36.0%,33.3%,37.9%,35.8%,36.1%,35.7%
18,New Orleans,36.2%,37.9%,37.2%,35.6%,36.7%,36.5%
19,Memphis,36.2%,34.8%,33.3%,34.3%,38.3%,35.7%
20,Portland,36.7%,39.4%,39.5%,39.5%,34.5%,36.1%
21,Minnesota,36.7%,39.8%,45.2%,36.9%,36.5%,35.3%
22,Okla City,37.2%,38.3%,42.1%,35.0%,38.5%,34.3%
23,Cleveland,37.2%,38.1%,29.7%,37.6%,36.9%,36.1%
24,Washington,38.0%,41.1%,50.0%,38.5%,37.6%,36.4%
25,Utah,38.0%,44.5%,62.2%,39.3%,36.4%,35.8%
26,New York,39.1%,39.8%,36.4%,38.9%,39.6%,36.4%
27,LA Clippers,39.2%,42.5%,52.9%,39.8%,38.6%,35.3%
28,Brooklyn,39.2%,38.2%,32.4%,37.2%,41.1%,36.2%
29,San Antonio,39.4%,40.4%,54.1%,38.6%,41.3%,36.5%
30,Charlotte,41.2%,43.0%,42.1%,38.2%,43.8%,35.5%
