Rank,Team,2025,Last 3,Last 1,Home,Away,2024
1,Orlando,36.4%,34.5%,40.4%,39.2%,33.0%,38.4%
2,Dallas,37.1%,40.2%,29.7%,37.1%,37.0%,38.5%
3,Chicago,37.6%,38.2%,38.0%,35.5%,39.3%,41.7%
4,Charlotte,38.8%,32.8%,44.7%,38.6%,39.0%,44.9%
5,Portland,39.5%,47.7%,51.8%,39.5%,39.5%,39.8%
6,Cleveland,39.6%,35.8%,42.0%,35.7%,44.8%,41.4%
7,Minnesota,40.3%,36.6%,38.3%,36.9%,43.7%,41.1%
8,Golden State,40.3%,41.6%,51.1%,42.6%,39.2%,41.0%
9,Washington,40.5%,41.8%,33.7%,39.9%,40.8%,42.2%
10,Indiana,40.6%,40.5%,39.3%,41.9%,39.5%,40.1%
11,Brooklyn,40.8%,44.2%,37.8%,42.2%,39.7%,42.4%
12,Milwaukee,41.5%,47.8%,54.6%,41.5%,41.5%,43.1%
13,Philadelphia,41.5%,39.5%,39.1%,40.5%,42.7%,43.3%
14,Phoenix,41.6%,45.1%,43.0%,39.3%,44.5%,42.6%
15,San Antonio,41.6%,39.2%,42.5%,44.6%,35.6%,42.5%
16,Atlanta,41.9%,37.3%,44.0%,37.1%,44.7%,41.9%
17,Denver,42.1%,42.0%,38.7%,44.1%,40.4%,41.3%
18,Toronto,42.4%,44.6%,47.7%,42.8%,42.2%,42.7%
19,Sacramento,42.6%,47.4%,54.5%,42.8%,42.5%,43.4%
20,Detroit,42.8%,43.7%,50.6%,41.4%,44.4%,41.8%
21,LA Clippers,43.2%,37.7%,36.2%,42.9%,43.4%,42.5%
22,Boston,43.3%,43.3%,40.2%,43.4%,43.3%,41.1%
23,Houston,43.7%,42.3%,38.2%,41.4%,45.9%,39.9%
24,Memphis,43.8%,46.0%,41.3%,39.6%,49.3%,43.0%
25,Okla City,43.9%,37.5%,48.1%,42.2%,44.9%,44.9%
26,LA Lakers,44.4%,45.2%,48.9%,44.7%,44.1%,42.7%
27,New York,45.8%,43.8%,51.8%,47.3%,43.3%,41.0%
28,Utah,46.0%,43.3%,44.6%,47.3%,44.3%,44.6%
29,Miami,46.6%,45.9%,47.8%,47.8%,45.3%,43.2%
30,New Orleans,47.3%,45.7%,51.2%,47.3%,47.4%,44.3%
