Rank,Team,2026,Last 3,Last 1,Home,Away,2025
1,Okla City,85.5%,82.9%,76.0%,86.1%,85.1%,85.5%
2,Denver,83.5%,81.0%,77.8%,85.1%,82.1%,83.5%
3,LA Clippers,83.1%,90.8%,78.9%,82.4%,83.8%,83.1%
4,Utah,82.8%,85.5%,83.3%,83.6%,81.7%,82.8%
5,Golden State,82.8%,80.8%,86.7%,78.8%,84.8%,82.8%
6,Charlotte,82.2%,83.1%,86.4%,85.0%,80.3%,82.2%
7,Phoenix,81.5%,84.3%,75.9%,80.5%,83.0%,81.5%
8,Memphis,81.2%,72.0%,76.9%,81.5%,80.6%,81.2%
9,Portland,81.1%,76.2%,84.4%,79.5%,82.4%,81.1%
10,Orlando,80.4%,83.9%,87.5%,83.0%,77.1%,80.4%
11,Chicago,79.8%,73.8%,75.0%,79.1%,80.5%,79.8%
12,New York,79.8%,68.2%,54.3%,84.8%,71.4%,79.8%
13,Philadelphia,79.7%,78.4%,80.8%,79.2%,80.4%,79.7%
14,Miami,79.7%,78.3%,79.5%,83.2%,76.7%,79.7%
15,Houston,78.9%,80.3%,65.0%,77.0%,80.7%,78.9%
16,San Antonio,78.8%,78.7%,73.3%,82.1%,73.6%,78.8%
17,LA Lakers,78.7%,79.8%,72.5%,75.6%,81.1%,78.7%
18,Atlanta,78.7%,78.8%,61.5%,83.9%,75.2%,78.7%
19,Indiana,78.0%,80.9%,92.3%,77.7%,78.2%,78.0%
20,Brooklyn,77.7%,73.5%,66.7%,79.2%,76.3%,77.7%
21,Boston,77.3%,75.4%,71.4%,81.8%,73.0%,77.3%
22,Toronto,77.2%,78.5%,76.9%,74.8%,78.5%,77.2%
23,Minnesota,76.8%,71.1%,69.7%,75.3%,78.6%,76.8%
24,New Orleans,76.3%,77.9%,77.4%,78.9%,73.9%,76.3%
25,Washington,75.4%,84.5%,83.3%,78.3%,73.4%,75.4%
26,Cleveland,75.2%,70.0%,77.8%,75.2%,75.1%,75.2%
27,Sacramento,74.9%,70.0%,73.3%,75.2%,74.8%,74.9%
28,Dallas,74.2%,74.2%,78.6%,75.9%,69.5%,74.2%
29,Detroit,74.2%,79.2%,83.3%,77.4%,70.6%,74.2%
30,Milwaukee,70.3%,71.2%,76.9%,72.3%,67.8%,70.3%
