Rank,Team,2026,Last 3,Last 1,Home,Away
1,Toronto,1.0,1.000,1.000,1.000,--
1,LA Lakers,1.0,1.000,--,1.000,1.000
3,Miami,0.857,1.000,1.000,1.000,0.500
4,Sacramento,0.833,1.000,--,1.000,0.667
4,Atlanta,0.833,1.000,--,1.000,0.800
6,Chicago,0.75,1.000,--,0.800,0.667
7,Memphis,0.667,1.000,1.000,0.000,1.000
7,Detroit,0.667,0.500,0.000,1.000,0.600
9,Philadelphia,0.625,--,--,0.600,0.667
10,Boston,0.571,1.000,1.000,0.500,0.667
11,Cleveland,0.5,--,--,1.000,0.000
11,New York,0.5,--,--,--,0.500
11,Utah,0.5,0.000,--,0.500,0.500
11,Okla City,0.5,--,--,1.000,0.000
15,Portland,0.444,--,--,0.500,0.400
16,Dallas,0.429,0.500,0.000,0.500,0.000
17,Houston,0.4,0.500,1.000,0.333,0.500
17,San Antonio,0.4,--,--,0.000,0.667
17,Phoenix,0.4,--,--,0.500,0.000
17,Minnesota,0.4,0.000,--,0.500,0.333
17,Milwaukee,0.4,0.000,0.000,0.000,0.500
17,Orlando,0.4,--,--,0.500,0.000
23,Golden State,0.333,0.000,0.000,0.000,0.500
23,New Orleans,0.333,0.000,0.000,0.333,0.333
25,Denver,0.25,0.500,--,0.000,0.500
26,LA Clippers,0.2,--,--,0.333,0.000
27,Indiana,0.167,0.000,0.000,0.333,0.000
28,Brooklyn,0.0,--,--,0.000,--
28,Charlotte,0.0,0.000,--,--,0.000
28,Washington,0.0,0.000,--,0.000,0.000
