Rank,Team,2026,Last 3,Last 1,Home,Away
1,New York,6.4,-2.0,1.0,8.6,3.9
2,Houston,4.4,9.3,18.0,5.9,3.3
3,Okla City,3.9,1.7,1.0,4.3,3.6
4,Detroit,3.9,4.0,9.0,3.8,4.0
5,Boston,3.2,-3.0,-9.0,5.2,0.8
6,New Orleans,2.8,3.3,0.0,2.5,3.1
7,Portland,2.5,-5.0,-17.0,1.6,3.2
8,Cleveland,2.5,-0.3,-2.0,1.3,4.1
9,Orlando,1.9,9.7,16.0,0.6,3.3
10,Phoenix,1.8,5.0,9.0,-0.3,4.6
11,Memphis,1.3,3.0,0.0,0.6,2.1
12,Toronto,1.1,7.3,14.0,2.2,0.1
13,Indiana,0.6,-7.3,-14.0,0.3,0.8
14,San Antonio,0.5,5.3,17.0,-0.4,1.9
15,Charlotte,-0.1,-3.3,-1.0,-3.4,3.3
16,Utah,-0.5,-2.0,-6.0,0.6,-1.8
17,Minnesota,-0.7,1.3,-1.0,0.5,-1.6
18,Philadelphia,-0.8,-4.3,-16.0,-2.8,2.1
19,LA Lakers,-0.8,3.0,10.0,0.6,-1.8
20,Atlanta,-0.8,6.0,2.0,-0.3,-1.2
21,Brooklyn,-1.1,-4.0,2.0,-1.4,-0.8
22,Golden State,-1.2,-5.7,-18.0,-1.5,-0.9
23,Denver,-1.3,-3.3,0.0,0.8,-3.1
24,Sacramento,-2.1,-1.7,-9.0,-1.6,-2.5
25,Milwaukee,-2.5,1.0,2.0,-3.1,-1.8
26,Miami,-2.6,1.3,-2.0,-4.1,-0.9
27,LA Clippers,-4.0,-2.3,-10.0,-3.9,-4.1
28,Chicago,-5.1,-8.7,-18.0,-2.1,-7.8
29,Dallas,-5.4,-5.0,-1.0,-6.5,-3.2
30,Washington,-8.2,-6.0,-2.0,-6.3,-9.5
