Rank,Team,2026,Last 3,Last 1,Home,Away
1,Denver,32.6,30.7,31.0,32.6,32.6
2,Toronto,31.9,26.3,26.0,30.9,32.9
3,Okla City,31.9,33.7,29.0,29.9,33.7
4,Cleveland,31.7,31.0,22.0,31.5,31.9
5,New York,31.5,30.3,26.0,32.6,30.3
6,Chicago,31.2,28.7,35.0,31.4,31.1
7,Memphis,30.9,34.3,39.0,30.5,31.3
8,Minnesota,30.8,31.0,32.0,28.4,32.7
9,Washington,30.5,30.7,34.0,29.7,31.1
10,Phoenix,29.8,26.0,16.0,31.6,27.3
11,LA Lakers,29.6,29.3,29.0,30.0,29.4
12,Milwaukee,29.5,28.0,30.0,30.5,28.1
13,Golden State,29.5,27.0,17.0,29.1,29.7
14,Atlanta,29.1,31.3,23.0,29.7,28.8
15,Utah,28.8,25.0,29.0,29.9,27.5
16,Miami,28.7,28.0,28.0,28.4,29.1
17,San Antonio,28.7,26.7,35.0,28.2,29.4
18,Houston,28.7,27.0,27.0,29.0,28.4
19,Portland,28.6,28.0,32.0,27.5,29.5
19,Dallas,28.6,30.0,28.0,29.6,26.5
21,Detroit,28.6,30.0,25.0,27.9,29.2
22,Charlotte,28.2,28.7,28.0,24.7,31.8
23,Orlando,28.2,33.7,35.0,27.3,29.1
24,LA Clippers,28.1,29.3,27.0,28.3,27.9
25,Sacramento,27.7,29.7,28.0,28.4,27.1
26,Indiana,27.4,26.7,21.0,28.0,26.9
27,Boston,27.0,27.7,29.0,28.3,25.4
28,Brooklyn,26.9,27.0,27.0,27.3,26.6
29,New Orleans,25.2,30.0,32.0,25.8,24.3
30,Philadelphia,24.4,23.7,23.0,25.5,22.7
