Rank,Team,2026,Last 3,Last 1,Home,Away
1,New Orleans,52.3%,50.6%,61.9%,52.1%,52.6%
2,New York,53.7%,51.8%,49.4%,52.7%,54.9%
3,Utah,53.9%,53.5%,50.0%,53.0%,54.9%
4,Miami,54.1%,57.6%,55.8%,53.2%,55.1%
5,Okla City,55.6%,51.4%,53.8%,56.3%,55.1%
6,Houston,55.7%,54.2%,47.6%,58.6%,53.4%
7,LA Lakers,55.8%,55.1%,56.8%,55.5%,56.1%
8,Memphis,56.2%,56.2%,55.4%,59.6%,52.4%
9,Detroit,56.7%,53.8%,50.6%,58.6%,55.1%
10,Toronto,56.8%,52.1%,57.7%,55.6%,57.8%
11,LA Clippers,57.0%,57.5%,66.7%,57.1%,56.9%
12,Sacramento,57.3%,56.8%,53.8%,56.7%,57.8%
13,Boston,57.3%,61.1%,61.3%,57.8%,56.7%
14,Denver,57.9%,59.2%,49.5%,57.3%,58.5%
15,Atlanta,57.9%,57.1%,54.8%,60.9%,56.2%
16,Milwaukee,58.0%,55.0%,57.6%,57.7%,58.4%
17,San Antonio,58.5%,59.0%,58.6%,55.4%,63.0%
18,Phoenix,58.7%,60.6%,60.5%,60.7%,56.1%
19,Washington,59.0%,58.6%,54.7%,59.3%,58.9%
20,Brooklyn,59.5%,62.2%,60.2%,58.1%,60.7%
21,Philadelphia,59.5%,64.9%,66.3%,61.1%,57.3%
22,Golden State,59.9%,58.0%,60.6%,58.7%,60.8%
23,Portland,60.6%,61.0%,67.3%,61.5%,59.9%
24,Indiana,60.6%,67.3%,71.1%,59.5%,61.6%
25,Cleveland,60.7%,61.6%,60.0%,64.6%,55.8%
26,Minnesota,60.9%,68.0%,67.9%,63.1%,59.2%
27,Charlotte,61.5%,63.2%,71.6%,61.5%,61.6%
28,Chicago,62.7%,63.7%,66.3%,64.2%,61.4%
29,Orlando,63.3%,61.8%,69.5%,60.1%,66.8%
30,Dallas,63.5%,69.3%,71.3%,63.1%,64.4%
