Rank,Team,2026,Last 3,Last 1,Home,Away
1,Detroit,64.3,61.3,52.0,63.3,65.2
2,Denver,63.9,56.0,48.0,67.0,61.1
3,Toronto,63.6,58.7,60.0,60.0,66.8
4,Miami,63.2,68.7,58.0,64.4,61.8
5,Houston,62.5,56.7,56.0,62.6,62.4
6,LA Lakers,62.5,69.3,74.0,67.4,59.0
7,Sacramento,60.4,67.3,56.0,55.3,65.0
8,Okla City,59.9,59.3,62.0,59.1,60.6
8,Orlando,59.9,70.7,82.0,57.8,62.2
10,Atlanta,58.8,58.0,56.0,54.6,61.3
11,San Antonio,58.6,55.3,60.0,56.0,62.3
12,New Orleans,57.7,65.3,62.0,59.8,54.8
13,Chicago,56.9,52.0,46.0,58.0,56.0
14,Minnesota,56.7,46.7,32.0,59.5,54.4
15,Washington,56.2,56.0,58.0,57.4,55.4
16,New York,56.1,66.7,74.0,52.9,59.8
17,Portland,55.9,45.3,56.0,56.5,55.5
18,Philadelphia,55.9,54.7,56.0,55.8,56.0
19,Milwaukee,55.5,49.3,52.0,57.5,52.8
20,Dallas,55.2,48.7,52.0,54.8,56.0
21,Utah,54.9,56.7,72.0,55.1,54.8
22,Boston,54.0,58.0,36.0,57.0,50.3
23,Phoenix,53.9,51.3,56.0,54.9,52.5
24,Memphis,53.7,60.7,70.0,51.8,55.8
25,Indiana,52.9,50.7,48.0,55.5,50.8
26,Cleveland,52.8,53.3,44.0,53.8,51.5
27,LA Clippers,52.7,56.7,58.0,53.5,52.0
28,Charlotte,52.6,51.3,44.0,50.4,54.7
29,Brooklyn,47.5,48.0,38.0,47.0,48.0
30,Golden State,46.8,52.0,46.0,51.3,43.8
