Rank,Team,2026,Last 3,Last 1,Home,Away
1,Okla City,0.935,0.932,0.961,0.93,0.939
2,New York,0.942,0.973,0.923,0.934,0.952
3,LA Lakers,0.946,0.927,0.91,0.942,0.948
4,Detroit,0.95,0.935,0.99,0.958,0.943
5,Toronto,0.951,0.896,0.856,0.943,0.959
6,Phoenix,0.953,0.94,0.91,0.957,0.947
7,Cleveland,0.954,0.957,0.942,0.952,0.956
8,New Orleans,0.956,0.953,0.954,0.96,0.95
9,Orlando,0.956,0.938,0.88,0.946,0.967
10,San Antonio,0.958,0.964,0.943,0.952,0.967
11,Golden State,0.96,1.049,1.158,0.993,0.939
12,Atlanta,0.961,0.937,0.934,0.957,0.963
13,Portland,0.964,1.013,1.105,0.957,0.97
14,Milwaukee,0.966,0.927,0.951,0.965,0.966
15,Charlotte,0.966,0.983,0.933,0.983,0.95
16,Memphis,0.967,0.987,0.954,0.972,0.96
17,Sacramento,0.967,0.99,1.0,0.956,0.978
18,Minnesota,0.969,0.947,0.971,0.96,0.976
19,Utah,0.972,0.956,1.056,0.971,0.974
20,Houston,0.975,0.948,0.968,0.984,0.968
21,Brooklyn,0.976,0.997,1.01,0.981,0.97
22,Indiana,0.98,0.987,0.99,0.975,0.985
23,Philadelphia,0.981,0.991,1.028,0.997,0.959
24,LA Clippers,0.982,0.983,1.01,0.97,0.992
25,Boston,0.986,1.037,1.079,0.988,0.982
26,Miami,0.989,0.987,0.971,1.0,0.978
27,Dallas,0.991,1.019,1.0,0.995,0.981
28,Denver,0.992,1.013,1.0,0.989,0.995
29,Chicago,1.007,1.03,1.044,0.994,1.017
30,Washington,1.019,1.0,0.953,1.003,1.031
