Rank,Team,2026,Last 3,Last 1,Home,Away
1,Toronto,0.0,0.000,0.000,0.000,--
1,LA Lakers,0.0,0.000,--,0.000,0.000
3,Miami,0.143,0.000,0.000,0.000,0.500
4,Sacramento,0.167,0.000,--,0.000,0.333
4,Atlanta,0.167,0.000,--,0.000,0.200
6,Chicago,0.25,0.000,--,0.200,0.333
7,Detroit,0.333,0.500,1.000,0.000,0.400
7,Memphis,0.333,0.000,0.000,1.000,0.000
9,Philadelphia,0.375,--,--,0.400,0.333
10,Boston,0.429,0.000,0.000,0.500,0.333
11,Okla City,0.5,--,--,0.000,1.000
11,Cleveland,0.5,--,--,0.000,1.000
11,New York,0.5,--,--,--,0.500
11,Utah,0.5,1.000,--,0.500,0.500
15,Portland,0.556,--,--,0.500,0.600
16,Dallas,0.571,0.500,1.000,0.500,1.000
17,Minnesota,0.6,1.000,--,0.500,0.667
17,Milwaukee,0.6,1.000,1.000,1.000,0.500
17,Orlando,0.6,--,--,0.500,1.000
17,Houston,0.6,0.500,0.000,0.667,0.500
17,San Antonio,0.6,--,--,1.000,0.333
17,Phoenix,0.6,--,--,0.500,1.000
23,Golden State,0.667,1.000,1.000,1.000,0.500
23,New Orleans,0.667,1.000,1.000,0.667,0.667
25,Denver,0.75,0.500,--,1.000,0.500
26,LA Clippers,0.8,--,--,0.667,1.000
27,Indiana,0.833,1.000,1.000,0.667,1.000
28,Brooklyn,1.0,--,--,1.000,--
28,Charlotte,1.0,1.000,--,--,1.000
28,Washington,1.0,1.000,--,1.000,1.000
