Rank,Team,2026,Last 3,Last 1,Home,Away
1,Boston,9.9%,9.4%,11.5%,8.4%,11.9%
2,Okla City,11.1%,11.2%,8.3%,11.1%,11.1%
3,New York,11.3%,12.2%,13.4%,11.0%,11.6%
4,Miami,11.9%,11.5%,12.6%,11.7%,12.0%
5,Denver,11.9%,12.6%,12.4%,10.9%,12.8%
6,Memphis,12.0%,11.5%,13.3%,11.6%,12.5%
7,Indiana,12.0%,13.3%,16.8%,11.6%,12.4%
8,Cleveland,12.2%,12.1%,11.2%,12.7%,11.4%
9,Toronto,12.2%,11.4%,11.2%,12.0%,12.3%
10,Houston,12.5%,12.2%,8.3%,10.6%,13.9%
11,Chicago,12.5%,12.4%,14.5%,11.9%,13.1%
12,Detroit,12.6%,12.8%,10.7%,13.5%,11.7%
13,Orlando,12.7%,9.6%,9.7%,13.9%,11.2%
14,Sacramento,12.7%,11.1%,17.3%,13.6%,11.8%
15,Philadelphia,12.8%,13.9%,18.0%,12.9%,12.7%
16,Milwaukee,12.8%,13.4%,12.4%,12.6%,13.1%
17,Atlanta,13.0%,10.4%,15.9%,13.6%,12.6%
18,New Orleans,13.1%,13.0%,12.5%,13.2%,12.9%
19,Brooklyn,13.1%,13.3%,9.2%,13.5%,12.8%
20,Minnesota,13.2%,14.9%,14.1%,13.4%,13.0%
21,San Antonio,13.4%,11.1%,7.2%,13.6%,13.2%
22,Portland,13.6%,14.8%,15.4%,14.0%,13.4%
23,Charlotte,13.8%,13.3%,15.0%,14.6%,13.0%
24,Phoenix,14.0%,13.0%,14.5%,14.4%,13.5%
25,Washington,14.2%,13.3%,11.7%,13.3%,14.8%
26,Utah,14.2%,15.7%,11.6%,14.0%,14.3%
27,LA Clippers,14.2%,12.8%,15.0%,14.9%,13.6%
28,LA Lakers,14.2%,12.2%,9.8%,13.4%,14.8%
29,Golden State,14.2%,11.7%,14.8%,11.3%,16.1%
30,Dallas,14.3%,13.3%,13.3%,14.5%,13.9%
