Rank,Team,2026,Last 3,Last 1,Home,Away
1,Orlando,23.7,23.0,20.0,23.8,23.7
2,Portland,23.7,23.7,22.0,24.5,23.1
3,Detroit,23.7,24.3,27.0,23.6,23.7
4,Indiana,23.4,22.7,19.0,24.1,22.9
5,LA Lakers,23.3,24.3,22.0,25.6,21.7
6,Dallas,22.9,18.0,16.0,24.3,20.0
7,Brooklyn,22.8,22.7,21.0,22.8,22.9
8,Cleveland,22.6,17.7,14.0,21.5,24.1
9,Houston,22.6,22.0,26.0,23.1,22.2
10,Okla City,22.5,23.0,25.0,22.6,22.5
11,Minnesota,22.5,25.0,25.0,23.5,21.7
12,Utah,22.5,16.0,14.0,23.4,21.4
13,San Antonio,22.1,23.0,22.0,21.0,23.7
14,Denver,21.8,19.3,16.0,20.9,22.7
15,Charlotte,21.7,20.7,22.0,21.4,22.0
16,Philadelphia,21.6,18.7,20.0,21.7,21.4
16,New York,21.6,18.7,16.0,21.8,21.4
18,New Orleans,21.4,19.7,18.0,21.9,20.6
19,Miami,21.3,18.3,15.0,21.1,21.4
20,Memphis,21.0,18.0,18.0,20.8,21.2
21,Chicago,20.9,22.0,21.0,21.4,20.4
22,LA Clippers,20.2,21.3,22.0,19.6,20.6
23,Toronto,20.2,18.3,22.0,19.4,20.8
24,Phoenix,19.9,18.0,17.0,20.5,19.3
25,Sacramento,19.8,21.0,14.0,19.9,19.8
25,Atlanta,19.8,17.0,19.0,20.4,19.5
27,Golden State,19.4,19.7,20.0,18.5,20.0
28,Boston,19.3,17.3,18.0,18.8,19.9
29,Milwaukee,18.9,14.3,10.0,18.6,19.4
30,Washington,18.0,18.0,19.0,17.7,18.2
