Rank,Team,2026,Last 3,Last 1,Home,Away
1,Houston,66.3%,62.1%,60.6%,66.4%,66.2%
2,Sacramento,64.8%,67.2%,60.5%,63.0%,66.4%
3,Detroit,64.5%,64.3%,61.3%,63.0%,65.8%
4,Toronto,63.6%,65.2%,71.1%,63.4%,63.8%
5,New Orleans,62.4%,63.0%,55.4%,62.6%,62.3%
6,Orlando,62.1%,63.3%,66.3%,62.2%,62.0%
7,Miami,61.8%,65.7%,57.6%,62.7%,60.7%
8,Denver,61.8%,57.9%,52.7%,61.4%,62.1%
9,LA Lakers,60.7%,61.5%,66.7%,61.5%,60.2%
10,Dallas,59.9%,56.3%,58.8%,60.0%,59.6%
11,Washington,59.8%,56.8%,54.8%,60.9%,59.0%
12,Indiana,59.5%,59.3%,57.7%,58.7%,60.1%
13,Philadelphia,59.5%,57.0%,69.5%,60.8%,57.7%
14,Atlanta,58.7%,56.5%,54.7%,58.3%,58.9%
15,San Antonio,58.3%,60.2%,67.3%,55.8%,61.8%
16,Minnesota,58.2%,55.9%,53.8%,59.7%,57.1%
17,Okla City,57.4%,60.2%,67.9%,54.2%,60.2%
18,Milwaukee,57.3%,54.0%,55.8%,57.2%,57.5%
19,Chicago,57.1%,49.6%,39.0%,58.5%,55.8%
20,LA Clippers,56.5%,58.6%,56.8%,55.6%,57.2%
21,Memphis,56.3%,59.2%,61.9%,53.1%,59.8%
22,Phoenix,55.5%,56.3%,53.8%,56.5%,54.2%
23,Utah,55.3%,58.1%,63.6%,53.3%,57.7%
24,Portland,55.0%,51.2%,58.6%,57.0%,53.5%
25,New York,55.0%,62.0%,71.6%,53.6%,56.6%
26,Charlotte,54.5%,52.0%,49.4%,54.4%,54.6%
27,Boston,53.4%,58.5%,50.6%,53.6%,53.1%
28,Brooklyn,52.0%,52.9%,44.8%,51.9%,52.1%
29,Cleveland,51.0%,51.3%,44.8%,51.8%,50.1%
30,Golden State,49.4%,48.7%,47.6%,49.3%,49.5%
