Rank,Team,2026,Last 3,Last 1,Home,Away
1,Washington,2.451,1.968,2.154,2.722,2.235
2,Orlando,2.383,3.0,2.5,2.392,2.373
3,Chicago,2.323,2.786,5.25,2.018,2.554
4,Philadelphia,2.278,2.13,2.143,2.433,2.102
5,Toronto,2.246,1.517,1.0,2.013,2.446
6,Dallas,2.147,2.238,2.25,2.096,2.25
7,Denver,2.094,2.5,2.0,2.016,2.169
8,Indiana,2.041,1.179,1.571,2.185,1.926
9,Miami,1.989,2.458,1.778,2.106,1.86
10,Utah,1.926,2.083,3.0,1.868,2.0
11,Atlanta,1.897,3.125,4.5,1.623,2.044
12,San Antonio,1.892,1.462,1.0,1.818,2.0
13,Memphis,1.861,1.4,1.0,2.284,1.414
14,Milwaukee,1.776,1.48,1.571,2.022,1.429
15,Detroit,1.718,1.783,2.2,1.543,1.865
16,Cleveland,1.717,1.846,1.909,1.839,1.593
17,Sacramento,1.701,2.0,0.889,1.712,1.692
18,Charlotte,1.689,1.286,1.0,1.936,1.528
19,Portland,1.677,1.474,3.0,1.587,1.75
20,Boston,1.669,2.091,1.333,1.819,1.468
21,New York,1.626,1.826,1.667,1.802,1.432
22,Houston,1.584,1.714,1.857,1.543,1.62
23,New Orleans,1.578,1.464,1.6,1.563,1.597
24,Minnesota,1.558,0.967,2.0,1.309,1.805
25,LA Lakers,1.506,2.6,2.667,1.531,1.49
26,Brooklyn,1.458,2.267,2.2,1.541,1.368
27,LA Clippers,1.353,1.286,1.143,1.219,1.481
28,Golden State,1.337,0.939,0.75,1.317,1.35
29,Phoenix,1.288,0.879,1.0,1.176,1.412
30,Okla City,1.281,1.25,1.75,1.146,1.42
