Rank,Team,2026,Last 3,Last 1,Home,Away
1,New York,77.8%,74.0%,78.6%,77.1%,78.7%
2,Charlotte,77.2%,75.0%,76.5%,75.1%,79.4%
3,San Antonio,76.9%,78.5%,75.5%,77.5%,76.2%
4,Okla City,76.0%,70.1%,73.9%,74.3%,77.5%
5,Orlando,76.0%,77.6%,80.0%,78.3%,73.4%
6,Memphis,75.9%,75.0%,79.2%,75.3%,76.6%
7,Utah,75.4%,79.8%,67.3%,75.6%,75.2%
8,LA Lakers,74.8%,79.3%,78.8%,73.5%,75.6%
9,Denver,74.7%,69.4%,74.4%,75.8%,73.7%
10,Toronto,74.7%,85.8%,92.3%,76.9%,72.8%
11,Milwaukee,74.0%,81.4%,80.0%,73.9%,74.3%
12,Detroit,73.7%,80.8%,74.5%,72.1%,75.0%
13,Houston,73.5%,68.4%,68.3%,71.7%,74.9%
14,Philadelphia,73.5%,74.1%,66.7%,72.0%,75.6%
15,Sacramento,73.4%,69.5%,65.3%,73.1%,73.7%
16,Cleveland,73.3%,76.5%,76.7%,74.5%,71.8%
17,Chicago,73.3%,66.4%,60.4%,76.1%,70.9%
18,Indiana,73.1%,71.0%,76.9%,74.4%,72.1%
19,Minnesota,72.8%,74.8%,84.2%,73.4%,72.2%
20,Dallas,72.6%,68.7%,71.4%,72.4%,73.0%
21,Golden State,72.6%,60.3%,57.6%,68.8%,75.4%
22,LA Clippers,72.4%,72.1%,64.7%,73.1%,71.9%
23,New Orleans,72.2%,80.2%,73.2%,70.0%,75.4%
24,Atlanta,72.0%,76.1%,83.3%,70.8%,72.7%
25,Brooklyn,72.0%,76.6%,77.5%,70.9%,73.0%
26,Phoenix,71.3%,71.0%,75.0%,71.8%,70.6%
27,Portland,71.2%,71.6%,64.3%,71.8%,70.7%
28,Miami,71.1%,74.1%,77.6%,68.9%,73.8%
29,Boston,70.9%,66.7%,60.4%,70.0%,71.9%
30,Washington,69.1%,67.6%,68.2%,68.9%,69.2%
