Rank,Team,2026,Last 3,Last 1,Home,Away
1,Okla City,14.9,19.0,7.0,16.3,13.7
2,Denver,9.7,3.7,8.0,12.9,6.9
3,Houston,7.2,1.7,-2.0,7.6,6.9
4,New York,6.9,10.7,23.0,11.4,1.8
5,Toronto,5.8,7.7,6.0,8.4,3.4
6,Minnesota,5.3,-0.3,-7.0,8.9,2.5
7,Miami,5.1,6.0,4.0,5.7,4.4
8,Phoenix,4.9,2.3,10.0,9.9,-2.0
9,Detroit,4.6,9.7,-3.0,3.8,5.3
10,Orlando,4.4,7.3,38.0,4.8,4.0
11,Cleveland,3.5,6.7,-12.0,3.4,3.8
12,San Antonio,3.1,0.7,5.0,5.6,-0.4
13,Boston,2.7,3.0,3.0,5.9,-1.3
14,Golden State,1.5,9.0,2.0,9.6,-4.0
15,Atlanta,1.1,-3.7,-33.0,0.1,1.7
16,LA Lakers,1.1,6.3,5.0,0.4,1.5
17,Chicago,-0.7,-16.0,-15.0,0.6,-1.9
18,Portland,-1.8,-4.0,-5.0,-4.9,0.4
19,Memphis,-2.9,-4.3,-8.0,1.4,-7.7
20,LA Clippers,-3.4,-1.3,-5.0,0.5,-6.6
21,Milwaukee,-4.2,-14.7,-4.0,-2.9,-6.0
22,Charlotte,-4.4,-13.7,-23.0,-5.3,-3.4
23,Washington,-6.1,3.7,33.0,-2.0,-8.9
24,Dallas,-6.3,-3.7,-8.0,-4.4,-10.5
25,Philadelphia,-6.5,-16.0,-38.0,-8.4,-3.7
26,Utah,-6.8,-15.7,-22.0,-0.2,-14.1
27,Sacramento,-8.7,-5.3,-10.0,-10.3,-7.3
28,Brooklyn,-9.1,-1.3,-14.0,-11.8,-6.7
29,Indiana,-10.5,-12.7,-6.0,-5.4,-14.6
30,New Orleans,-10.6,1.7,8.0,-8.5,-13.5
