Rank,Team,2026,Last 3,Last 1,Home,Away
1,Okla City,16.2,15.7,11.0,17.7,14.8
2,Detroit,15.9,13.3,12.0,16.3,15.7
3,Phoenix,15.3,16.0,19.0,14.5,16.5
4,Cleveland,14.8,14.0,15.0,14.0,15.9
5,Atlanta,14.7,11.3,10.0,14.4,14.8
6,Golden State,14.6,15.7,13.0,14.6,14.6
7,Dallas,14.5,14.7,13.0,14.9,13.7
8,Minnesota,14.3,14.3,9.0,16.0,13.0
9,Houston,14.1,12.3,10.0,14.4,13.8
10,San Antonio,13.9,13.3,18.0,13.5,14.4
11,Miami,13.8,13.3,16.0,14.3,13.3
12,Philadelphia,13.8,14.0,11.0,13.2,14.7
13,Portland,13.7,13.3,12.0,14.6,13.1
14,New York,13.6,12.3,16.0,12.9,14.4
15,Boston,13.4,12.7,16.0,12.9,14.0
16,Orlando,13.3,9.3,14.0,12.6,14.0
17,Chicago,13.2,11.7,7.0,13.4,13.1
18,Toronto,13.2,12.7,13.0,13.1,13.2
18,New Orleans,13.2,16.0,19.0,13.4,12.9
20,LA Clippers,13.1,9.0,9.0,14.9,11.7
21,Washington,12.9,15.7,21.0,14.0,12.1
22,LA Lakers,12.8,11.3,13.0,12.3,13.2
23,Milwaukee,12.5,12.7,8.0,12.7,12.1
24,Sacramento,11.9,12.3,14.0,11.6,12.3
24,Memphis,11.9,12.3,17.0,12.2,11.7
26,Indiana,11.8,15.0,14.0,11.0,12.4
27,Utah,11.6,11.7,13.0,13.0,10.1
28,Denver,11.3,9.0,8.0,11.3,11.3
29,Charlotte,11.2,7.0,8.0,9.9,12.6
30,Brooklyn,10.6,9.7,6.0,10.3,10.9
