Rank,Team,2026,Last 3,Last 1,Home,Away
1,Philadelphia,24.8,25.3,23.0,24.4,25.4
2,LA Lakers,25.9,27.7,25.0,25.4,26.2
3,San Antonio,26.2,25.0,16.0,28.0,23.6
4,Okla City,26.2,28.3,34.0,26.7,25.8
5,Dallas,26.6,27.3,26.0,27.6,24.5
6,Boston,27.4,30.7,31.0,29.7,24.6
7,Brooklyn,27.5,28.0,24.0,28.5,26.6
8,Memphis,27.8,25.7,22.0,27.8,27.8
9,Houston,27.8,24.3,24.0,26.9,28.6
10,New York,27.8,28.7,26.0,26.7,29.1
11,Charlotte,28.0,29.0,31.0,27.2,28.8
11,Orlando,28.0,25.3,20.0,28.6,27.3
13,Milwaukee,28.1,23.3,25.0,27.7,28.5
13,Toronto,28.1,25.0,25.0,28.3,27.8
15,Detroit,28.1,30.3,31.0,29.1,27.2
16,Cleveland,28.3,25.3,22.0,28.6,27.8
17,Denver,28.4,32.7,30.0,28.0,28.7
18,Atlanta,28.4,23.7,21.0,27.9,28.7
19,Minnesota,28.4,30.7,35.0,27.4,29.2
20,Indiana,28.4,20.7,21.0,29.0,28.0
21,Miami,28.6,26.7,26.0,29.1,28.0
22,LA Clippers,28.7,33.0,37.0,27.3,29.9
23,Phoenix,28.8,26.3,27.0,29.5,27.9
24,New Orleans,28.9,31.3,30.0,28.5,29.5
25,Sacramento,29.2,26.3,29.0,30.1,28.4
26,Golden State,29.4,32.0,30.0,26.6,31.3
27,Portland,29.7,26.3,24.0,28.1,30.8
28,Utah,30.2,28.7,28.0,29.4,31.0
29,Chicago,30.2,32.7,35.0,28.8,31.6
30,Washington,32.3,33.0,35.0,33.7,31.3
