Rank,Team,2026,Last 3,Last 1,Home,Away
1,New York,22.2%,26.0%,21.4%,22.9%,21.3%
2,Charlotte,22.8%,25.0%,23.5%,24.9%,20.6%
3,San Antonio,23.1%,21.5%,24.5%,22.5%,23.8%
4,Okla City,24.0%,29.9%,26.1%,25.7%,22.5%
5,Orlando,24.0%,22.4%,20.0%,21.7%,26.6%
6,Memphis,24.1%,25.0%,20.8%,24.7%,23.4%
7,Utah,24.6%,20.2%,32.7%,24.4%,24.8%
8,LA Lakers,25.2%,20.7%,21.2%,26.5%,24.4%
9,Denver,25.3%,30.6%,25.6%,24.2%,26.3%
10,Toronto,25.3%,14.2%,7.7%,23.1%,27.2%
11,Milwaukee,26.0%,18.6%,20.0%,26.1%,25.7%
12,Detroit,26.3%,19.2%,25.5%,27.9%,25.0%
13,Houston,26.5%,31.6%,31.7%,28.3%,25.1%
14,Philadelphia,26.5%,25.9%,33.3%,28.0%,24.4%
15,Sacramento,26.6%,30.5%,34.7%,26.9%,26.3%
16,Cleveland,26.7%,23.5%,23.3%,25.5%,28.2%
17,Chicago,26.7%,33.6%,39.6%,23.9%,29.1%
18,Indiana,26.9%,29.0%,23.1%,25.6%,27.9%
19,Minnesota,27.2%,25.2%,15.8%,26.6%,27.8%
20,Dallas,27.4%,31.3%,28.6%,27.6%,27.0%
21,Golden State,27.4%,39.7%,42.4%,31.2%,24.6%
22,LA Clippers,27.6%,27.9%,35.3%,26.9%,28.1%
23,New Orleans,27.8%,19.8%,26.8%,30.0%,24.6%
24,Atlanta,28.0%,23.9%,16.7%,29.2%,27.3%
25,Brooklyn,28.0%,23.4%,22.5%,29.1%,27.0%
26,Phoenix,28.7%,29.0%,25.0%,28.2%,29.4%
27,Portland,28.8%,28.4%,35.7%,28.2%,29.3%
28,Miami,28.9%,25.9%,22.4%,31.1%,26.2%
29,Boston,29.1%,33.3%,39.6%,30.0%,28.1%
30,Washington,30.9%,32.4%,31.8%,31.1%,30.8%
