Rank,Team,2026,Last 3,Last 1,Home,Away
1,Okla City,37.8,34.0,28.0,37.8,37.8
2,San Antonio,41.8,45.3,46.0,40.8,43.1
3,Boston,41.8,46.0,42.0,42.6,40.8
4,Detroit,42.7,36.0,22.0,48.3,38.2
5,New York,44.6,44.7,40.0,42.9,46.5
6,Houston,45.4,37.3,42.0,49.7,42.0
7,LA Clippers,47.6,48.7,62.0,46.5,48.4
8,Minnesota,47.8,52.0,50.0,49.0,46.8
9,Cleveland,48.4,48.7,48.0,48.9,47.8
10,Milwaukee,48.8,43.3,42.0,48.7,49.0
11,LA Lakers,49.1,53.3,50.0,50.6,48.0
12,Toronto,49.2,42.0,40.0,48.9,49.4
13,Denver,49.9,52.7,46.0,46.5,52.9
14,Memphis,50.4,47.3,50.0,53.4,47.1
15,Phoenix,50.5,46.7,48.0,49.1,52.5
16,Portland,50.7,47.3,48.0,46.0,54.2
17,Utah,51.2,53.3,56.0,50.4,52.0
18,Atlanta,51.5,49.3,48.0,55.1,49.3
18,Miami,51.5,49.3,44.0,51.6,51.3
20,Golden State,51.6,51.3,42.0,48.3,53.8
21,Philadelphia,51.9,66.7,80.0,50.6,53.7
22,Orlando,52.1,55.3,56.0,48.4,56.2
22,New Orleans,52.1,50.7,66.0,53.1,50.8
24,Brooklyn,53.3,49.3,52.0,56.5,50.4
25,Charlotte,53.3,60.7,64.0,53.1,53.6
26,Sacramento,54.6,51.3,52.0,52.7,56.4
27,Indiana,55.1,51.3,46.0,54.5,55.6
28,Dallas,55.5,60.0,64.0,54.5,57.7
29,Washington,55.6,58.7,56.0,56.9,54.8
30,Chicago,56.6,62.7,78.0,55.8,57.3
