Rank,Team,2025,Last 3,Last 1,Home,Away
1,Denver,53.1%,46.7%,41.9%,53.6%,52.5%
2,Cleveland,52.7%,50.2%,49.5%,52.4%,52.9%
3,New York,51.9%,52.0%,50.8%,52.9%,51.0%
4,Okla City,51.8%,48.6%,50.6%,52.8%,50.8%
5,Sacramento,51.5%,49.9%,49.0%,51.7%,51.2%
6,Memphis,51.3%,46.6%,48.1%,52.0%,50.5%
7,Indiana,51.2%,47.0%,43.8%,51.9%,50.6%
8,Houston,51.0%,53.8%,47.6%,50.8%,51.2%
9,Dallas,51.0%,48.9%,46.6%,51.3%,50.7%
10,LA Clippers,50.9%,52.7%,47.6%,51.4%,50.4%
11,Milwaukee,50.8%,48.4%,47.7%,51.6%,50.0%
12,Detroit,50.7%,48.8%,50.8%,50.8%,50.5%
13,LA Lakers,50.6%,46.7%,45.0%,51.1%,50.2%
14,Atlanta,50.4%,48.4%,46.5%,50.3%,50.5%
15,Phoenix,50.3%,48.0%,46.0%,50.1%,50.5%
16,Boston,50.3%,47.9%,35.7%,50.8%,49.7%
17,Minnesota,50.2%,51.5%,39.5%,51.5%,48.9%
18,San Antonio,49.8%,49.9%,55.8%,51.0%,48.7%
19,Miami,49.3%,42.8%,37.6%,49.8%,48.8%
20,Golden State,49.3%,49.2%,51.1%,48.8%,49.8%
21,Philadelphia,49.2%,47.3%,41.7%,49.3%,49.1%
22,Toronto,49.1%,49.7%,51.1%,49.5%,48.8%
23,Portland,49.0%,47.6%,51.9%,49.4%,48.7%
24,New Orleans,49.0%,45.1%,45.9%,49.1%,48.9%
25,Chicago,49.0%,47.6%,40.5%,48.5%,49.5%
26,Orlando,48.7%,46.7%,44.4%,49.0%,48.4%
27,Utah,48.4%,46.6%,44.9%,48.0%,48.8%
28,Brooklyn,46.9%,44.5%,48.8%,46.6%,47.2%
29,Washington,46.6%,45.0%,51.6%,47.2%,46.0%
30,Charlotte,46.6%,41.3%,42.0%,47.5%,45.7%
